,Date,Index_Symbol,Index_Name,Index_Type,Index_Currency,Index_Close,Index_Component_Count,Index_Mcap_Units,Index_Divisor,Internal_Number,ISIN,SEDOL,RIC,CUSIP,Instrument_Name,Country,Currency,Exchange,ICB,Shares,Free_Float,Capfactor,Weightfactor,Close_unadjusted_local,FX_local_to_Index_Currency,Mcap_Units_local,Mcap_Units_Index_Currency,Weight
20,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,656387,SG1M77906915,6563875,AEMN.SI,,Ascendas Real Estate Investmen,SG,SGD,Singapore Exchange,8671,,,1,6891565,2.83,0.6524436,19503129,12724692,1.25466
21,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,556582,FR0000121964,7582556,LOIM.PA,,KLEPIERRE,FR,EUR,EURONEXT (FR),8672,,,1,397655,31.28,1,12438648,12438648,1.22646
22,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,12715,GB0002634946,263494,BAES.L,,BAE SYSTEMS,GB,GBP,LSE,2717,,,1,2129195,4.863,1.1660449,10354275,12073550,1.19046
23,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,B00D9P,BE0003810273,B00D9P6,PROX.BR,,PROXIMUS,BE,EUR,EURONEXT (BE),6535,,,1,488390,24.57,1,11999742,11999742,1.18318
24,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,64623,GB00B39J2M42,B39J2M4,UU.L,,UNITED UTILITIES GRP,GB,GBP,LSE,7577,,,1,1171964,8.696,1.1660449,10191399,11883629,1.17173
25,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,626551,SG1L01001701,6175203,DBSM.SI,,DBS Group Holdings Ltd.,SG,SGD,Singapore Exchange,8355,,,1,718175,25.24,0.6524436,18126737,11826674,1.16612
26,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,F,US3453708600,2615468,F.N,,Ford Motor Co.,US,USD,New York Stock Exchange,3353,,,1,1563644,8.57,0.8820287,13400429,11819563,1.16542
27,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,SBC,US00206R1023,2831811,T.N,,AT&T Inc.,US,USD,New York Stock Exchange,6535,,,1,424744,30.8,0.8820287,13082115,11538801,1.13773
28,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,481334,SE0000148884,4813345,SEBa.ST,,SKANDINAVISKA ENSKILDA BK A,SE,SEK,OMX (SE),8355,,,1,1253773,96.18,0.0955156,120587887,11518024,1.13569
29,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,658508,AU000000SUN6,6585084,SUN.AX,,SUNCORP GROUP LTD.,AU,AUD,ASX,8775,,,1,1381833,13.31,0.6261938,18392197,11517080,1.13559
30,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,AVZ,BMG491BT1088,B28XP76,IVZ.N,,INVESCO Ltd.,US,USD,New York Stock Exchange,8771,,,1,644370,20.24,0.8820287,13042049,11503461,1.13425
31,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,594176,CH0008038389,B083BH4,SPSN.S,,SWISS PRIME SITE,CH,CHF,SIX Swiss Exchange,8633,,,1,149215,86.5,0.8817176,12907098,11380415,1.12212
32,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,524918,PTEDP0AM0009,4103596,EDP.LS,,EDP ENERGIAS DE PORTUGAL,PT,EUR,EURONEXT (PT),7537,,,1,3362657,3.365,1,11315341,11315341,1.1157
33,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,643557,HK0004000045,6435576,0004.HK,,Wharf (Holdings) Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,4260487,23.5,0.1123608,100121445,11249726,1.10923
34,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,461785,DE0005552004,4617859,DPWGn.DE,,DEUTSCHE POST,DE,EUR,XETRA (DE),2771,,,1,378109,29.57,1,11180683,11180683,1.10242
35,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,407228,ES0113900J37,5705946,SAN.MC,,BCO SANTANDER,ES,EUR,SIBE,8355,,,1,2512692,4.4285,1,11127457,11127457,1.09718
36,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,MO,US02209S1033,2692632,MO.N,,Altria Group Inc.,US,USD,New York Stock Exchange,3785,,,1,216240,57.3,0.8820287,12390552,10928822,1.07759
37,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,B1G185,JP3711200000,B1G1854,8304.T,,AOZORA BANK,JP,JPY,Tokio Stock Exchange,8355,,,1,440247,3100,0.0079166,1364765700,10804304,1.06531
38,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,B04PZ7,SG1Q52922370,B04PZ72,SUNT.SI,,Suntec Real Estate Investment,SG,SGD,Singapore Exchange,8671,,,1,8524492,1.94,0.6524436,16537514,10789796,1.06388
39,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,FD,US55616P1049,2345022,M.N,,Macy's Inc.,US,USD,New York Stock Exchange,5373,,,1,506756,23.89,0.8820287,12106401,10678193,1.05288
40,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,POW,CA7392391016,2697701,POW.TO,,Power Corp. of Canada,CA,CAD,Toronto Stock Exchange,8575,,,1,530468,29.85,0.6610697,15834470,10467688,1.03212
41,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,647453,JP3726800000,6474535,2914.T,,Japan Tobacco Inc.,JP,JPY,Tokio Stock Exchange,3785,,,1,462730,2834,0.0079166,1311376820,10381646,1.02364
42,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,405671,IT0000062072,4056719,GASI.MI,,ASSICURAZIONI GENERALI,IT,EUR,Milan,8532,,,1,625622,16.48,1,10310251,10310251,1.0166
43,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,642012,SG1M51904654,6420129,CMLT.SI,,CAPITALAND MALL TRUST MGMT,SG,SGD,Singapore Exchange,8672,,,1,6585208,2.35,0.6524436,15475239,10096721,0.99554
44,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,608545,AU000000TLS2,6087289,TLS.AX,,Telstra Corp. Ltd.,AU,AUD,ASX,6535,,,1,4869396,3.26,0.6261938,15874231,9940345,0.98013
45,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,649026,SG1U68934629,B1VQ5C0,KPLM.SI,,Keppel Corp. Ltd.,SG,SGD,Singapore Exchange,573,,,1,2467929,6.16,0.6524436,15202443,9918736,0.97799
46,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,691678,SG1M31001969,6916781,UOBH.SI,,United Overseas Bank Ltd.,SG,SGD,Singapore Exchange,8355,,,1,597714,25.38,0.6524436,15169981,9897557,0.97591
47,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,557955,FI0009007132,5579550,FORTUM.HE,,FORTUM,FI,EUR,OMX (FI),7535,,,1,496120,19.89,1,9867827,9867827,0.97297
48,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,STX,IE00B58JVZ52,B58JVZ5,STX.OQ,,Seagate Technology Inc.,US,USD,NASDAQ,9572,,,1,232179,48.16,0.8820287,11181741,9862616,0.97246
49,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,725147,IT0003153415,7251470,SRG.MI,,SNAM RETE GAS,IT,EUR,Milan,577,,,1,2164734,4.456,1,9646055,9646055,0.95111
50,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,499187,CH0011075394,5983816,ZURN.S,,ZURICH INSURANCE GROUP,CH,CHF,SIX Swiss Exchange,8532,,,1,32014,339,0.8817176,10852746,9569057,0.94352
51,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,663376,HK0017000149,6633767,0017.HK,,New World Development Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,6646265,12.8,0.1123608,85072192,9558779,0.9425
52,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,774563,FR0000064578,7745638,FDR.PA,,COVIVIO,FR,EUR,EURONEXT (FR),8671,,,1,100915,94.2,1,9506193,9506193,0.93732
53,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,217052,CA1360691010,2170525,CM.TO,,Canadian Imperial Bank of Comm,CA,CAD,Toronto Stock Exchange,8355,,,1,124619,113.69,0.6610697,14167934,9365992,0.92349
54,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,656835,BMG668971101,6568353,0659.HK,,NWS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,2357,,,1,4777573,17.3,0.1123608,82652013,9286846,0.91569
55,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,478165,CH0126881561,B545MG5,SRENH.S,,SWISS REINSURANCE COMPANY,CH,CHF,SIX Swiss Exchange,8538,,,1,105011,99.82,0.8817176,10482198,9242338,0.9113
56,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,654362,AU000000SYD9,B70DWB2,SYD.AX,,SYDNEY AIRPORT,AU,AUD,ASX,2777,,,1,1969614,7.46,0.6261938,14693320,9200866,0.90721
57,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,490541,FR0000120271,B15C557,TOTF.PA,,TOTAL,FR,EUR,EURONEXT (FR),537,,,1,173243,52.27,1,9055412,9055412,0.89287
58,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,681042,HK0083000502,6810429,0083.HK,,Sino Land Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,5438868,14.66,0.1123608,79733805,8958954,0.88336
59,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PPL,US69351T1060,2680905,PPL.N,,PPL Corp.,US,USD,New York Stock Exchange,7535,,,1,310074,32.72,0.8820287,10145621,8948729,0.88235
60,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,BNS,CA0641491075,2076281,BNS.TO,,Bank of Nova Scotia,CA,CAD,Toronto Stock Exchange,8355,,,1,183438,73.7,0.6610697,13519381,8937253,0.88122
61,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,681182,SG1P66918738,B012899,SPRM.SI,,Singapore Press Holdings Ltd.,SG,SGD,Singapore Exchange,5557,,,1,5552899,2.45,0.6524436,13604603,8876236,0.8752
62,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,274642,CA56501R1064,2492519,MFC.TO,,Manulife Financial Corp.,CA,CAD,Toronto Stock Exchange,8575,,,1,564366,23.31,0.6610697,13155371,8696617,0.85749
63,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,624226,SG1B51001017,6242260,JCYC.SI,,Jardine Cycle & Carriage Ltd.,SG,SGD,Singapore Exchange,5379,,,1,396178,33.2,0.6524436,13153110,8581662,0.84616
64,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,401632,DE0008404005,5231485,ALVG.DE,,ALLIANZ,DE,EUR,XETRA (DE),8532,,,1,42345,200.2,1,8477469,8477469,0.83588
65,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,SO,US8425871071,2829601,SO.N,,Southern Co.,US,USD,New York Stock Exchange,7535,,,1,185439,51.78,0.8820287,9602031,8469267,0.83508
66,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,461075,DE0008430026,5294121,MUVGn.DE,,MUENCHENER RUECK,DE,EUR,XETRA (DE),8538,,,1,38889,216.6,1,8423357,8423357,0.83055
67,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,RKT,US96145D1054,BYR0914,WRK.N,,WESTROCK,US,USD,New York Stock Exchange,2723,,,1,245371,38.28,0.8820287,9392802,8284721,0.81688
68,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,SCL.B,CA82028K2002,2801836,SJRb.TO,,Shaw Communications Inc. Cl B,CA,CAD,Toronto Stock Exchange,5553,,,1,446265,27.91,0.6610697,12455256,8233792,0.81186
69,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,OXY,US6745991058,2655408,OXY.N,,Occidental Petroleum Corp.,US,USD,New York Stock Exchange,533,,,1,139084,67.01,0.8820287,9320019,8220524,0.81055
70,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,VLO,US91913Y1001,2041364,VLO.N,,Valero Energy Corp.,US,USD,New York Stock Exchange,533,,,1,106175,86.75,0.8820287,9210681,8124085,0.80104
71,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,IBM,US4592001014,2005973,IBM.N,,International Business Machine,US,USD,New York Stock Exchange,9533,,,1,65112,140.21,0.8820287,9129354,8052352,0.79397
72,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,US20RF,NL0009434992,B3SPXZ3,LYB.N,,LYONDELLBASELL INDUSTRIES,US,USD,New York Stock Exchange,1353,,,1,104089,87.27,0.8820287,9083847,8012214,0.79001
73,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,553397,CH0008742519,5533976,SCMN.S,,SWISSCOM,CH,CHF,SIX Swiss Exchange,6535,,,1,18435,484.6,0.8817176,8933601,7876913,0.77667
74,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,479736,FR0010411983,B1LB9P6,SCOR.PA,,SCOR,FR,EUR,EURONEXT (FR),8538,,,1,196029,40.1,1,7860763,7860763,0.77508
75,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,WU,US9598021098,B1F76F9,WU.N,,Western Union Co.,US,USD,New York Stock Exchange,8773,,,1,489924,18.18,0.8820287,8906818,7856069,0.77461
76,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,NA,CA6330671034,2077303,NA.TO,,National Bank of Canada,CA,CAD,Toronto Stock Exchange,8355,,,1,188898,62.65,0.6610697,11834460,7823403,0.77139
77,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,619091,HK0002007356,6097017,0002.HK,,CLP Holdings Ltd.,HK,HKD,Hong Kong Stock Exchange,7535,,,1,759109,91.7,0.1123608,69610295,7821468,0.7712
78,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,554398,FR0000120222,5543986,CNPP.PA,,CNP ASSURANCES,FR,EUR,EURONEXT (FR),8575,,,1,376106,20.68,1,7777872,7777872,0.7669
79,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,256612,CA8667961053,2566124,SLF.TO,,Sun Life Financial Inc.,CA,CAD,Toronto Stock Exchange,8575,,,1,220973,51.71,0.6610697,11426514,7553722,0.7448
80,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,IP,US4601461035,2465254,IP.N,,International Paper Co.,US,USD,New York Stock Exchange,1737,,,1,184510,46.23,0.8820287,8529897,7523614,0.74183
81,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,BEL,US92343V1044,2090571,VZ.N,,Verizon Communications Inc.,US,USD,New York Stock Exchange,6535,,,1,145788,58.07,0.8820287,8465909,7467175,0.73627
82,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PFG,US74251V1026,2803014,PFG.OQ,,Principal Financial Group Inc.,US,USD,NASDAQ,8575,,,1,159083,52.79,0.8820287,8397992,7407270,0.73036
83,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PRU,US7443201022,2819118,PRU.N,,Prudential Financial Inc.,US,USD,New York Stock Exchange,8575,,,1,85963,97.25,0.8820287,8359902,7373673,0.72705
84,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,GIS,US3703341046,2367026,GIS.N,,General Mills Inc.,US,USD,New York Stock Exchange,3577,,,1,173741,47.62,0.8820287,8273546,7297505,0.71954
85,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,BMO,CA0636711016,2076009,BMO.TO,,Bank of Montreal,CA,CAD,Toronto Stock Exchange,8355,,,1,105000,104.11,0.6610697,10931550,7226516,0.71254
86,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,DUK,US26441C2044,B7VD3F2,DUK.N,,Duke Energy Corp.,US,USD,New York Stock Exchange,7575,,,1,89545,90.06,0.8820287,8064423,7113052,0.70135
87,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,RY,CA7800871021,2754383,RY.TO,,Royal Bank of Canada,CA,CAD,Toronto Stock Exchange,8355,,,1,103023,104.17,0.6610697,10731906,7094538,0.69953
88,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,B0PB4M,HK0823032773,B0PB4M7,0823.HK,,Link Real Estate Investment Tr,HK,HKD,Hong Kong Stock Exchange,8672,,,1,710042,87.3,0.1123608,61986667,6964871,0.68674
89,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,HOU,US15189T1079,2440637,CNP.N,,CenterPoint Energy Inc.,US,USD,New York Stock Exchange,7575,,,1,246326,30.58,0.8820287,7532649,6644013,0.6551
90,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,ETN,IE00B8KQN827,B8KQN82,ETN.N,,EATON CORP. PLC,US,USD,New York Stock Exchange,2727,,,1,86347,82.1,0.8820287,7089089,6252780,0.61653
91,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,ED,US2091151041,2216850,ED.N,,Consolidated Edison Inc.,US,USD,New York Stock Exchange,7535,,,1,83508,84.7,0.8820287,7073128,6238702,0.61514
92,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,KSS,US5002551043,2496113,KSS.N,,Kohl's Corp.,US,USD,New York Stock Exchange,5371,,,1,101557,69.11,0.8820287,7018604,6190610,0.6104
93,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,DH,US87612E1064,2259101,TGT.N,,Target Corp.,US,USD,New York Stock Exchange,5373,,,1,89693,77.88,0.8820287,6985291,6161227,0.6075
94,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,HWP,US40434L1052,BYX4D52,HPQ.N,,HP Inc.,US,USD,New York Stock Exchange,9572,,,1,334576,19.95,0.8820287,6674791,5887357,0.5805
95,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,AEP,US0255371017,2026242,AEP.N,,American Electric Power Co. In,US,USD,New York Stock Exchange,7535,,,1,78602,83.48,0.8820287,6561695,5787603,0.57066
96,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PFE,US7170811035,2684703,PFE.N,,Pfizer Inc.,US,USD,New York Stock Exchange,4577,,,1,155605,41.81,0.8820287,6505845,5738342,0.5658
97,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PEG,US7445731067,2707677,PEG.N,,Public Service Enterprise Grou,US,USD,New York Stock Exchange,7535,,,1,105035,59.61,0.8820287,6261136,5522502,0.54452
98,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,DTE,US2333311072,2280220,DTE.N,,DTE Energy Co.,US,USD,New York Stock Exchange,7535,,,1,48412,123.34,0.8820287,5971136,5266713,0.5193
99,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,RCI.B,CA7751092007,2169051,RCIb.TO,,Rogers Communications Inc. Cl,CA,CAD,Toronto Stock Exchange,6575,,,1,108586,72.85,0.6610697,7910490,5229385,0.51562
0,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,400609,NL0000303709,5927375,AEGN.AS,,AEGON,NL,EUR,EURONEXT (NL),8575,,,1,10111597,2.13,1,21537702,21537702,2.486
1,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,608625,AU000000FMG4,6086253,FMG.AX,,Fortescue Metals Group Ltd.,AU,AUD,ASX,1757,,,1,4209728,9.55,0.5349169,40202902,21505212,2.48225
2,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,80341,GB00B03MM408,B03MM40,RDSb.L,,ROYAL DUTCH SHELL B,GB,GBP,LSE,537,,,1,1502138,10.676,1.0679769,16036825,17126959,1.97689
3,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,424245,FR0000120685,B1HDJL2,CNAT.PA,,NATIXIS,FR,EUR,EURONEXT (FR),8355,,,1,6622246,2.393,1,15847035,15847035,1.82915
4,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,556582,FR0000121964,7582556,LOIM.PA,,KLEPIERRE,FR,EUR,EURONEXT (FR),8672,,,1,734254,20,1,14685080,14685080,1.69503
5,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,478511,CH0244767585,BRJL176,UBSG.S,,UBS GROUP,CH,CHF,SIX Swiss Exchange,8355,,,1,1884547,7.79,0.9458949,14680621,13886325,1.60284
6,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,491134,FR0013326246,BFYM460,URW.AS,,UNIBAIL-RODAMCO-WESTFIELD,FR,EUR,EURONEXT (NL),8672,,,1,213875,64.52,1,13799215,13799215,1.59278
7,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,407683,IT0000072618,4076836,ISP.MI,,INTESA SANPAOLO,IT,EUR,Milan,8355,,,1,9337742,1.4488,1,13528521,13528521,1.56154
8,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,448816,NL0011821202,BZ57390,INGA.AS,,ING GRP,NL,EUR,EURONEXT (NL),8355,,,1,2789984,4.835,1,13489573,13489573,1.55704
9,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,21623,GB0002162385,216238,AV.L,,AVIVA,GB,GBP,LSE,8575,,,1,5921292,2.11,1.0679769,12493926,13343225,1.54015
10,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,616400,HK0008011667,6574071,0008.HK,,PCCW,HK,HKD,Hong Kong Stock Exchange,6535,,,1,27380405,3.92,0.1198344,107331188,12861967,1.4846
11,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,609128,AU000000BEN6,6091280,BEN.AX,,Bendigo & Adelaide Bank Ltd.,AU,AUD,ASX,8355,,,1,4121234,5.67,0.5349169,23367397,12499615,1.44277
12,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,NL403F,NL0010773842,BNG8PQ9,NN.AS,,NN GROUP,NL,EUR,EURONEXT (NL),8575,,,1,583079,21.41,1,12483721,12483721,1.44094
13,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,EG2,DE0005190037,5756030,BMWG_p.DE,,BMW PREF,DE,EUR,XETRA (DE),3353,,,1,352535,34.42,1,12134255,12134255,1.4006
14,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,656835,BMG668971101,6568353,0659.HK,,NWS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,2357,,,1,13042125,7.44,0.1198344,97033410,11627940,1.34216
15,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,481775,FR0000130809,5966516,SOGN.PA,,GRP SOCIETE GENERALE,FR,EUR,EURONEXT (FR),8355,,,1,841563,13.782,1,11598421,11598421,1.33875
16,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,B00D9P,BE0003810273,B00D9P6,PROX.BR,,PROXIMUS,BE,EUR,EURONEXT (BE),6535,,,1,572221,19.4,1,11101087,11101087,1.28135
17,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,647453,JP3726800000,6474535,2914.T,,Japan Tobacco Inc.,JP,JPY,Tokio Stock Exchange,3785,,,1,694814,1905,0.0083463,1323620670,11047335,1.27514
18,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,407228,ES0113900J37,5705946,SAN.MC,,BCO SANTANDER,ES,EUR,SIBE,8355,,,1,5194352,2.115,1,10986054,10986054,1.26807
19,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,426292,DK0010274414,4588825,DANSKE.CO,,DANSKE BANK,DK,DKK,OMX (DK),8355,,,1,1204423,68.04,0.1338662,81948941,10970193,1.26624
20,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,B05NXN,KYG9828G1082,B05NXN7,0868.HK,,XINYI GLASS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,3355,,,1,11015846,8.2,0.1198344,90329937,10824634,1.24944
21,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,698899,BMG988031446,6586537,0551.HK,,Yue Yuen Industrial (Holdings),HK,HKD,Hong Kong Stock Exchange,3765,,,1,9002436,10,0.1198344,90024360,10788015,1.24521
22,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,648631,BMG524401079,6486314,0683.HK,,Kerry Properties Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,5075267,17.6,0.1198344,89324699,10704172,1.23553
23,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,681182,SG1P66918738,B012899,SPRM.SI,,Singapore Press Holdings Ltd.,SG,SGD,Singapore Exchange,5557,,,1,10070243,1.65,0.6365981,16615901,10577651,1.22093
