Date,EUR PR,EUR NR,EUR GR,USD PR,USD NR,USD GR,EUR (Price),EUR (Net Return),EUR (Gross Return),USD (Price),USD (Net Return),USD (Gross Return)
4/12/2019,1018.941382,1022.919416,1024.170156,1017.861514,1021.830052,1023.089573,1018.941461,1023.020435,1024.276269,1017.861845,1021.936474,1023.19097
4/15/2019,1019.958731,1023.940843,1025.192381,1018.473464,1022.445338,1023.702463,1019.96038,1024.043433,1025.300523,1018.474409,1022.551491,1023.806742
4/16/2019,1021.630346,1025.618246,1026.873602,1019.281979,1023.25941,1024.515604,1021.630327,1025.720065,1026.979213,1019.285021,1023.365347,1024.621597
4/17/2019,1021.899962,1025.888894,1027.143428,1019.778956,1023.754794,1025.013198,1021.899711,1025.990527,1027.250008,1019.779366,1023.861671,1025.118531
4/18/2019,1024.20068,1028.521974,1029.784606,1016.741461,1021.030179,1022.2825,1024.201624,1028.626175,1029.888881,1016.741166,1021.133463,1022.386951
4/23/2019,1023.956229,1028.757452,1030.256801,1013.195861,1017.949013,1019.436505,1023.955555,1028.859557,1030.365761,1013.197013,1018.049476,1019.539862
4/24/2019,1020.4009,1025.583077,1027.242018,1009.275674,1014.39455,1016.044371,1020.402563,1025.681974,1027.347063,1009.275934,1014.497759,1016.144733
4/25/2019,1021.910747,1027.098398,1028.757193,1005.489003,1010.587662,1012.227461,1021.91037,1027.197583,1028.865132,1005.48902,1010.691252,1012.332046
4/26/2019,1024.218655,1029.653495,1031.419128,1009.431443,1014.784232,1016.529828,1024.21866,1029.752388,1031.524839,1009.433185,1014.887037,1016.633903
4/29/2019,1025.645819,1031.468515,1033.266396,1011.159737,1016.888827,1018.67191,1025.648523,1031.566326,1033.372974,1011.159353,1016.993562,1018.774699
4/30/2019,1023.014372,1029.109141,1031.024767,1012.264956,1018.292943,1020.195033,1023.014636,1029.208926,1031.131728,1012.265979,1018.395154,1020.297752
5/1/2019,1019.6999,1025.777271,1027.688268,1012.001632,1018.029474,1019.934099,1019.702266,1025.8765,1027.793076,1012.00448,1018.132072,1020.034179
5/2/2019,1019.57408,1026.680958,1028.700115,1006.746282,1013.758754,1015.765233,1019.573737,1026.779219,1028.809102,1006.745718,1013.860541,1015.864893
5/3/2019,1024.150352,1031.335485,1033.364986,1011.627044,1018.71891,1020.729036,1024.149674,1031.432278,1033.471311,1011.625779,1018.819275,1020.833458
5/6/2019,1013.387304,1021.4622,1023.469647,1001.665245,1009.641067,1011.632776,1013.387064,1021.557069,1023.576535,1001.665829,1009.74127,1011.737528
5/7/2019,1009.648637,1018.01259,1020.013803,997.3445091,1005.599108,1007.591342,1009.64795,1018.107427,1020.120055,997.345926,1005.70229,1007.690573
5/8/2019,1003.300093,1011.610323,1013.600253,992.3116864,1000.52536,1002.506174,1003.297471,1011.70374,1013.703709,992.3130041,1000.6272,1002.605448
5/9/2019,992.6628657,1001.489326,1003.699726,984.2042799,992.9494471,995.1514931,992.6606955,1001.582008,1003.801931,984.2028684,993.0480754,995.2493221
5/10/2019,996.764615,1005.628552,1007.845701,989.5486407,998.3418816,1000.552208,996.7645863,1005.722782,1007.951882,989.5478976,998.4411413,1000.654343
5/13/2019,984.52048,994.7812418,997.296554,977.302229,987.4844403,989.993507,984.5188172,994.8754639,997.4015352,977.3038888,987.5845459,990.0923174
5/14/2019,989.7150704,1001.597891,1004.197865,979.7537366,991.5090455,994.095623,989.7157592,1001.692872,1004.301828,979.7538061,991.6102803,994.1932055
5/15/2019,988.6078498,1000.521417,1003.134129,978.1775025,989.9582078,992.5542954,988.607167,1000.615265,1003.240497,978.1763088,990.0576654,992.6553969
5/16/2019,995.7868097,1008.669897,1011.33268,982.8616994,995.5746698,998.2098754,995.7869721,1008.766815,1011.43605,982.8625264,995.6738576,998.3086619
5/17/2019,992.0661169,1005.523046,1008.203739,977.4802507,990.7312602,993.3856414,992.0653208,1005.616313,1008.308271,977.4811385,990.8328626,993.4854692
5/20/2019,992.5765888,1008.084259,1011.327491,978.4667878,993.7461643,996.9537541,992.5754668,1008.179873,1011.43116,978.4658052,993.8483007,997.0536793
5/21/2019,996.0528302,1011.613381,1014.866358,983.3401328,998.6984323,1001.923625,996.0499591,1011.708988,1014.971656,983.3419841,998.8011383,1002.022491
5/22/2019,993.6262915,1009.1485,1012.396415,978.5372548,993.8155813,997.0265727,993.6250497,1009.245989,1012.50072,978.5354498,993.9190141,997.1246359
5/23/2019,982.9459259,999.0275036,1002.506266,967.6705114,983.4992766,986.9290565,982.9455986,999.1246469,1002.607896,967.6710397,983.5985031,987.02798
5/24/2019,985.3688698,1001.602478,1005.137066,974.7542929,990.8085654,994.3140789,985.367403,1001.699718,1005.240731,974.7532319,990.9095008,994.4127328
5/27/2019,985.8973161,1002.98324,1006.890933,974.2350629,991.1162087,994.981583,985.8969942,1003.083638,1006.993644,974.2325481,991.2157124,995.0798425
5/28/2019,981.5331411,998.6008896,1002.511455,968.3603457,985.1952588,989.0590013,981.5310618,998.6998575,1002.612307,968.3583628,985.2965836,989.1569125
5/29/2019,976.2522738,993.2276941,997.1149406,960.4346697,977.1318496,980.9639973,976.2493893,993.3257987,997.2171948,960.4324129,977.2319955,981.0607278
5/30/2019,974.7316428,992.1603946,996.0460157,957.5603605,974.6785917,978.5003004,974.7293775,992.2578067,996.1450235,957.5600422,974.7795711,978.5987412
5/31/2019,968.5951958,986.0272452,989.9074809,952.9874272,970.1349371,973.9612726,968.5947234,986.1223261,990.0089446,952.9873076,970.2323656,974.0567367
6/3/2019,969.0229856,986.4615046,990.3433532,958.3725847,975.6141428,979.4651472,969.0221708,986.5575085,990.4458422,958.3701765,975.7126418,979.5586146
6/4/2019,977.3163559,994.9050975,998.822107,969.291251,986.7318976,990.6246018,977.3163297,995.0017577,998.9233729,969.2912733,986.8313645,990.721164
6/5/2019,977.9310791,996.1176598,1000.041512,972.4066313,990.4851456,994.3929657,977.9312019,996.2146378,1000.140997,972.4050724,990.5850614,994.4896594
6/6/2019,980.4474897,998.8195484,1002.802036,976.6828617,994.9814704,998.9562663,980.4471771,998.9173456,1002.90406,976.6814434,995.0805281,999.0523934
6/7/2019,982.7374233,1001.396052,1005.495104,983.7332641,1002.410661,1006.517267,982.7348882,1001.493468,1005.593497,983.7326043,1002.510101,1006.614726
6/10/2019,985.4263878,1004.136168,1008.245251,984.4676038,1003.158471,1007.269726,985.4236092,1004.233511,1008.344758,984.4664399,1003.257944,1007.365631
6/11/2019,989.9163833,1008.867149,1013.060602,988.9107295,1007.840959,1012.039346,989.915559,1008.966927,1013.164546,988.910314,1007.942165,1012.136032
6/12/2019,986.4760905,1005.359434,1009.54249,985.9956236,1004.868652,1009.053783,986.4738223,1005.458953,1009.641978,985.994654,1004.970392,1009.151894
6/13/2019,990.3657423,1009.640864,1013.968669,985.6877944,1004.87023,1009.187283,990.366036,1009.73957,1014.073222,985.6877813,1004.969576,1009.283275
6/14/2019,991.4585835,1010.780031,1015.130995,982.6169195,1001.766977,1006.080355,991.4572229,1010.880971,1015.23191,982.6157623,1001.866052,1006.178723
6/17/2019,987.0189162,1006.253947,1010.58547,978.3036012,997.3684667,1001.662692,987.0174718,1006.35424,1010.685695,978.3027331,997.4685273,1001.762268
6/18/2019,998.367928,1017.919316,1022.338455,985.9844973,1005.289887,1009.660605,998.3670093,1018.019707,1022.441662,985.982069,1005.390763,1009.758357
6/19/2019,1001.747108,1021.480549,1025.918834,991.9741868,1011.512169,1015.91087,1001.746611,1021.581789,1026.019237,991.9731243,1011.614574,1016.009222
6/20/2019,1002.645826,1022.76192,1027.205695,999.5475281,1019.605554,1024.036215,1002.644326,1022.86624,1027.309282,999.5457992,1019.705031,1024.134844
6/21/2019,999.8238513,1019.884187,1024.315447,999.3361273,1019.39257,1023.823827,999.8225433,1019.987546,1024.418084,999.3368917,1019.49191,1023.920797
6/24/2019,995.0786199,1015.325993,1019.837378,1000.656455,1021.020713,1025.559338,995.1737529,1015.52985,1020.040448,1000.753148,1021.223169,1025.759561
6/25/2019,993.8240094,1014.04768,1018.555706,998.7798094,1019.108592,1023.635713,993.7038469,1014.029877,1018.533813,998.6608321,1019.088056,1023.614962
6/26/2019,991.3723065,1011.78158,1016.340022,995.7942365,1016.295628,1020.874673,991.2773433,1011.789993,1016.344436,995.6971002,1016.300985,1020.876315
6/27/2019,995.1613019,1016.260262,1021.093105,998.8947817,1020.074118,1024.928243,995.0340002,1016.238811,1021.069423,998.7676649,1020.051769,1024.901173
6/28/2019,996.2361687,1017.437655,1022.302132,1001.687498,1023.008562,1027.901671,996.222883,1017.534669,1022.398798,1001.676235,1023.104403,1027.995845
7/1/2019,1001.937636,1023.260401,1028.155274,1001.80247,1023.125309,1028.023035,1001.823773,1023.255377,1028.146853,1001.690985,1023.119469,1028.010984
7/2/2019,1008.72116,1030.190203,1035.118853,1005.960019,1027.370786,1032.288993,1008.638637,1030.216028,1035.140779,1005.877793,1027.395842,1032.307802
7/3/2019,1018.233192,1040.256152,1045.382608,1014.230612,1036.172539,1041.282093,1018.315684,1040.45294,1045.57865,1014.314584,1036.364574,1041.470792
7/4/2019,1020.354167,1042.419803,1047.55678,1016.385417,1038.373372,1043.490925,1020.453405,1042.637133,1047.773603,1016.48896,1038.586219,1043.703383
7/5/2019,1021.745382,1043.84185,1048.988932,1012.40589,1034.30617,1039.407014,1021.979975,1044.196889,1049.341044,1012.640729,1034.654332,1039.752123
7/8/2019,1015.209905,1037.460989,1042.699917,1005.303564,1027.34081,1032.531722,1015.402437,1037.771606,1043.011306,1005.495719,1027.646348,1032.835621
7/9/2019,1011.449668,1033.864588,1039.192183,1000.775136,1022.958077,1028.229354,1011.783415,1034.319273,1039.647685,1001.108029,1023.405814,1028.678723
7/10/2019,1009.932632,1032.314098,1037.635497,1003.241479,1025.480752,1030.76587,1010.322444,1032.825761,1038.146479,1003.632047,1025.986049,1031.272252
7/11/2019,1011.467643,1033.885995,1039.212939,1004.947521,1027.224064,1032.519585,1011.834281,1034.371272,1039.699951,1005.312527,1027.703958,1032.999013
7/12/2019,1014.020002,1036.512958,1041.864496,1007.436116,1029.790913,1035.104646,1014.395991,1037.012956,1042.362846,1007.812941,1030.282802,1035.598753
7/15/2019,1012.405904,1034.866136,1040.209219,1006.686941,1029.022594,1034.333983,1012.703311,1035.282536,1040.623499,1006.980692,1029.431997,1034.743559
7/16/2019,1015.05892,1037.57567,1042.933421,1005.871008,1028.18959,1033.496568,1015.484782,1038.126022,1043.481654,1006.294553,1028.73056,1034.038503
7/17/2019,1010.586899,1033.006772,1038.341195,1001.62074,1023.844721,1029.127451,1011.02511,1033.566918,1038.89903,1002.053765,1024.395221,1029.680794
7/18/2019,1011.650981,1034.090892,1039.430875,1002.04725,1024.280154,1029.564363,1012.210483,1034.77872,1040.117083,1002.603035,1024.956738,1030.245208
7/19/2019,1014.242884,1036.742321,1042.09281,1004.928977,1027.227219,1032.525653,1014.804009,1037.430071,1042.782113,1005.485541,1027.903511,1033.207186
7/22/2019,1011.147699,1033.730028,1039.124727,1001.906316,1024.284887,1029.637181,1011.491067,1034.191607,1039.590871,1002.247673,1024.740421,1030.091124
7/23/2019,1021.069546,1043.873961,1049.321025,1005.203427,1027.653187,1033.023247,1021.447549,1044.371538,1049.82395,1005.574689,1028.142103,1033.510568
7/24/2019,1023.36667,1046.276149,1051.754645,1006.827875,1029.369678,1034.764826,1023.843148,1046.875712,1052.359592,1007.300279,1029.960404,1035.356419
7/25/2019,1017.226628,1041.216416,1046.66428,1002.184475,1025.81206,1031.190645,1017.764551,1041.87688,1047.334594,1002.712744,1026.468213,1031.845888
7/26/2019,1015.127223,1039.591001,1045.029759,997.2443719,1021.268405,1026.627345,1015.710744,1040.298553,1045.747993,997.8195414,1021.973974,1027.328108
7/29/2019,1013.631756,1038.05886,1043.488639,996.2207469,1020.222418,1025.571475,1014.095488,1038.644195,1044.084969,996.6804249,1020.807283,1026.155304
7/30/2019,1005.597216,1029.962369,1035.347167,989.0368282,1012.990435,1018.301748,1006.127389,1030.610515,1036.009244,989.5598365,1013.639554,1018.950013
7/31/2019,1001.82979,1026.158012,1031.548851,984.8458999,1008.756001,1014.060063,1002.152974,1026.595453,1031.992004,985.164203,1009.192118,1014.497743
8/1/2019,1001.193498,1025.580019,1030.998822,977.5433001,1001.350475,1006.6447,1001.516788,1026.018906,1031.444747,977.8626304,1001.785791,1007.084127
8/2/2019,987.644424,1011.773934,1017.118365,968.1081482,991.7551601,997.0022999,988.279563,1012.533147,1017.887658,968.7337584,992.5073818,997.7566872
8/5/2019,965.4317082,989.216911,994.4685731,953.4102288,976.8983562,982.092686,965.8958676,989.8006301,995.0607861,953.8710888,977.4779856,982.6733595
8/6/2019,959.3923228,983.0302437,988.252204,947.5725995,970.9206107,976.079081,959.4760469,983.2219266,988.447121,947.6582659,971.1114045,976.2729395
8/7/2019,958.4900098,982.1051489,987.3233809,949.1339984,972.5203557,977.687159,958.6040244,982.3283226,987.5487681,949.2514579,972.7440257,977.9142383
8/8/2019,969.6413036,993.8607342,999.2164677,958.8955235,982.8492816,988.1427002,969.9096376,994.2461843,999.604861,959.1622565,983.2288952,988.528913
8/9/2019,965.0578415,989.1618641,994.4893289,954.4449802,978.2898505,983.561195,965.2729158,989.4931198,994.8261791,954.6621368,978.6158616,983.8910132
8/12/2019,958.5762868,982.5195302,987.8111428,949.5160034,973.23819,978.4820957,958.7701068,982.8271452,988.1242769,949.7122106,973.5417353,978.7895352
8/13/2019,962.2035129,986.2749565,991.6042695,950.476579,974.2589347,979.5258294,962.9695484,987.1714392,992.508986,951.2362857,975.1430812,980.4163058
8/14/2019,949.9054549,974.2915379,979.6592932,935.1407484,959.1512832,964.4402371,950.5935541,975.1072976,980.485835,935.821735,959.9543554,965.2499801
8/15/2019,950.6136447,975.5209201,980.9202094,932.3554501,956.7863741,962.0857682,951.6146129,976.6546399,982.0651254,933.340073,957.899103,963.2063558
8/16/2019,960.4024819,985.6373292,991.1268855,941.616289,966.3627572,971.7463727,961.5378996,986.9138047,992.4133346,942.7332018,967.6126668,973.0053501
8/19/2019,970.7521192,996.3928947,1001.98737,950.9921003,976.1126826,981.595092,971.911217,997.6907313,1003.299231,952.1313526,977.3860398,982.8811347
8/20/2019,965.0973851,991.0089956,996.5856671,944.8985647,970.2658827,975.7392608,966.165992,992.2148061,997.8088978,945.9485678,971.452126,976.9298733
8/21/2019,968.5772215,994.5855193,1000.181613,948.6926529,974.1626975,979.653262,969.9000885,996.0495777,1001.66529,949.9898795,975.6023948,981.1035443
8/22/2019,970.0331447,996.0763746,1001.686411,949.0004821,974.4798068,979.9748776,971.2459129,997.4316868,1003.055191,950.1932761,975.8112751,981.3136024
8/23/2019,960.9417127,986.7443848,992.2995896,942.4878537,967.7889599,973.2452228,961.8137599,987.7452334,993.3141257,943.3433573,968.7766768,974.2393379
8/26/2019,956.9909481,982.6862002,988.2158813,939.0312651,964.242385,969.6771101,957.868588,983.8180799,989.3648627,939.8968096,965.3592752,970.8026588
8/27/2019,957.9112354,984.0822524,989.6428442,938.8754961,964.5279411,969.9865892,958.7466382,985.1747231,990.7493453,939.7002603,965.6031527,971.0677239
8/28/2019,960.3916973,987.1602952,992.8081072,939.1462374,965.3183477,970.8543445,961.5196057,988.5508841,994.2164928,940.2533422,966.686571,972.2275202
8/29/2019,967.8151085,994.9769644,1000.669375,945.6366131,972.1716933,977.7478412,968.8966218,996.323523,1002.033671,946.6972747,973.4955401,979.0755172
8/30/2019,976.2378943,1003.636158,1009.376443,949.211883,975.8492138,981.4433866,976.8867727,1004.539854,1010.297091,949.8467562,976.7341744,982.332715
9/2/2019,977.4313919,1006.004707,1011.758174,946.4933427,974.1516539,979.738217,977.9059184,1006.730756,1012.500512,946.9523435,974.8645561,980.4523282
9/3/2019,976.8705918,1005.500109,1011.28079,945.5142232,973.2145252,978.8279842,977.1696642,1006.044204,1011.840821,945.8079973,973.7556095,979.366813
9/4/2019,982.9639003,1011.825923,1017.673584,957.2265697,985.3262044,991.0311724,984.00023,1013.13422,1018.996574,958.240293,986.6113636,992.3208927
9/5/2019,990.9013783,1019.998868,1025.89289,966.1832882,994.5444592,1000.303411,991.4352905,1020.789415,1026.696065,966.7062003,995.327925,1001.087897
9/6/2019,994.1691172,1023.531049,1029.509592,969.7177614,998.3545029,1004.193139,994.7674746,1024.394332,1030.383347,970.3065997,999.2047144,1005.047114
9/9/2019,998.8855896,1028.54491,1034.615524,975.1585506,1004.103488,1010.042902,999.3257497,1029.243452,1035.327686,975.5909983,1004.797937,1010.738278
9/10/2019,1008.106437,1038.116966,1044.27736,982.7356006,1011.982311,1018.004406,1008.112954,1038.373309,1044.54587,982.7453598,1012.244081,1018.261937
9/11/2019,1019.55251,1049.904662,1056.139313,989.9343545,1019.394148,1025.462247,1019.574179,1050.178563,1056.4213,989.9572887,1019.672488,1025.734506
9/12/2019,1020.339787,1051.078997,1057.379474,993.7136075,1023.644358,1029.801023,1020.383207,1051.380829,1057.692461,993.7608732,1023.949606,1030.097173
9/13/2019,1020.329003,1051.280836,1057.675244,998.5276119,1028.806455,1035.080374,1020.294242,1051.500895,1057.904531,998.4937518,1029.033462,1035.300878
9/16/2019,1021.195367,1052.170762,1058.572933,991.5736379,1021.64231,1027.871329,1021.043438,1052.273006,1058.681343,991.4289302,1021.752557,1027.975628
9/17/2019,1016.270392,1047.097266,1053.467001,991.4586656,1021.523986,1027.756033,1016.117507,1047.196411,1053.573832,991.3110666,1021.631088,1027.85342
9/18/2019,1014.35073,1045.121692,1051.479631,990.4832548,1020.519018,1026.742641,1014.674907,1045.709688,1052.078055,990.7995629,1021.10394,1027.323061
9/19/2019,1015.328535,1046.126299,1052.491477,991.1656715,1021.222653,1027.452622,1015.542283,1046.603593,1052.977404,991.3775443,1021.699599,1027.922348
9/20/2019,1019.983895,1050.92456,1057.317206,991.65894,1021.732237,1027.962353,1020.182653,1051.385893,1057.788828,991.8541595,1022.190792,1028.416533
9/23/2019,1019.121126,1050.036163,1056.424706,989.3780366,1019.379949,1025.601816,1019.196698,1050.369782,1056.766529,989.4557767,1019.719053,1025.929739
9/24/2019,1018.279926,1049.268563,1055.687874,988.6993287,1018.772551,1025.031403,1018.193299,1049.431072,1055.863243,988.6165214,1018.946773,1025.192669
9/25/2019,1018.855105,1049.860318,1056.284604,985.747135,1015.730826,1021.966952,1018.727489,1049.981651,1056.417197,985.6272975,1015.865841,1022.092852
9/26/2019,1024.797429,1056.074509,1062.573618,990.0048214,1020.209797,1026.50598,1023.961816,1055.471929,1061.973147,989.1998139,1019.640064,1025.921118
9/27/2019,1025.185675,1056.984313,1063.632165,990.9208916,1021.648621,1028.095854,1025.334809,1057.037552,1063.606718,991.0693637,1021.71252,1028.062721
9/30/2019,1029.193958,1061.207639,1067.907865,990.6612766,1021.465613,1027.93808,1029.86113,1061.79189,1068.420196,991.3071673,1022.042489,1028.423178
10/1/2019,1021.565639,1053.343568,1059.994707,984.7198012,1015.33799,1021.772769,1021.858372,1053.541007,1060.117807,985.0024294,1015.542274,1021.882381
10/2/2019,1002.627852,1033.814128,1040.344132,968.9426251,999.0676042,1005.400715,1002.852953,1033.946327,1040.400806,969.1617445,999.210451,1005.448597
10/3/2019,998.9107537,1029.983776,1036.488737,968.7905648,998.9129937,1005.242941,999.348435,1030.333151,1036.765075,969.2161313,999.266524,1005.50502
10/4/2019,1003.79978,1035.025161,1041.563536,973.089048,1003.346212,1009.703082,1004.168305,1035.302461,1041.765405,973.4473686,1003.62895,1009.894682
10/7/2019,1006.265862,1037.566496,1044.116502,976.8571746,1007.228828,1013.611015,1006.803068,1038.018915,1044.498817,977.3793732,1007.682866,1013.973906
10/8/2019,1001.68959,1032.847748,1039.368608,969.0093832,999.1385988,1005.467465,1001.706334,1032.764157,1039.211256,969.0265101,999.0710237,1005.3083
10/9/2019,1000.780087,1032.167306,1038.797823,970.2073211,1000.62002,1007.069475,1001.327931,1032.630584,1039.187527,970.738075,1001.084401,1007.441519
10/10/2019,1004.35339,1035.850866,1042.502737,976.6383563,1007.254071,1013.744516,1004.855415,1036.268341,1042.848384,977.1299706,1007.676114,1014.075092
10/11/2019,1021.274454,1053.32369,1060.098486,995.1229463,1026.340575,1032.962565,1022.045937,1054.019837,1060.720514,995.8765639,1027.031744,1033.561337
10/14/2019,1018.538756,1050.504062,1057.260128,991.5142974,1022.61888,1029.218474,1019.005918,1050.884713,1057.565459,991.9696785,1023.002635,1029.506612
10/15/2019,1024.736316,1056.895626,1063.694433,998.6314579,1029.959722,1036.603497,1025.452666,1057.533143,1064.256155,999.3318662,1030.595143,1037.14739
10/16/2019,1026.814152,1059.037871,1065.847849,1001.835849,1033.263338,1039.92888,1027.94779,1060.106325,1066.845695,1002.943301,1034.319558,1040.895485
10/17/2019,1023.21209,1055.557679,1062.350493,1004.239143,1035.975332,1042.659579,1024.734909,1057.030256,1063.75006,1005.734785,1037.431305,1044.027055
10/18/2019,1021.95029,1054.254901,1061.037687,1005.121834,1036.884063,1043.57588,1023.19473,1055.441537,1062.151242,1006.346154,1038.061942,1044.661702
10/21/2019,1029.826655,1062.530295,1069.438607,1013.507399,1045.68266,1052.496162,1030.955472,1063.599349,1070.426665,1014.616294,1046.742757,1053.462464
10/22/2019,1035.546097,1068.432553,1075.374772,1017.716871,1050.029108,1056.871348,1036.681015,1069.506185,1076.371417,1018.832358,1051.092317,1057.839947
10/23/2019,1037.598769,1070.606908,1077.585268,1018.358491,1050.745364,1057.61167,1038.254829,1071.187101,1078.082313,1019.004024,1051.325612,1058.093586
10/24/2019,1039.708959,1072.782792,1079.775007,1019.374699,1051.792929,1058.661472,1039.899231,1072.883662,1079.789795,1019.562047,1051.901335,1058.673015
10/25/2019,1041.118149,1074.235421,1081.238292,1019.511924,1051.936496,1058.80711,1041.571724,1074.609204,1081.526445,1019.960339,1052.312261,1059.086587
10/28/2019,1043.134872,1076.58562,1083.599267,1021.629641,1054.37871,1061.264738,1043.897493,1077.272773,1084.207162,1022.376099,1055.063246,1061.855289
10/29/2019,1040.769446,1074.279764,1081.279804,1021.425657,1054.301405,1061.185851,1041.097236,1074.519631,1081.436294,1021.747758,1054.548932,1061.337634
10/30/2019,1037.85041,1071.475427,1078.503713,1019.2486,1052.258338,1059.183339,1038.364647,1071.90786,1078.856952,1019.753552,1052.695505,1059.520637
10/31/2019,1034.514369,1068.244476,1075.291749,1019.026073,1052.248872,1059.207612,1034.726657,1068.371368,1075.333606,1019.241275,1052.382446,1059.24107
11/1/2019,1038.957631,1072.834781,1079.90992,1024.600378,1058.001013,1064.996693,1039.698098,1073.504459,1080.500147,1025.331669,1058.670872,1065.57048
11/4/2019,1045.44278,1079.530633,1086.650373,1029.699959,1063.27039,1070.300316,1046.394567,1080.418667,1087.459413,1030.642162,1064.154038,1071.089381
11/5/2019,1053.613925,1087.96658,1095.144694,1030.21548,1063.798905,1070.834319,1054.230989,1088.509894,1095.603369,1030.821113,1064.338808,1071.275354
11/6/2019,1055.569536,1089.986498,1097.178765,1032.081,1065.726803,1072.770081,1055.829049,1090.159916,1097.264143,1032.33707,1065.904057,1072.850805
11/7/2019,1059.128459,1093.801559,1101.080859,1032.800504,1066.607136,1073.716723,1060.137695,1094.74989,1101.94499,1033.788576,1067.540461,1074.557293
11/8/2019,1058.894792,1093.980461,1101.309174,1030.378667,1064.505696,1071.665665,1059.61976,1094.671538,1101.922188,1031.084952,1065.192762,1072.248733
11/11/2019,1054.789448,1090.111883,1097.458968,1027.641583,1062.04455,1069.220173,1055.483382,1090.774131,1098.036356,1028.318048,1062.700467,1069.776387
11/12/2019,1056.759438,1092.182261,1099.560495,1027.504358,1061.940424,1069.135218,1057.203897,1092.592526,1099.884225,1027.940716,1062.349691,1069.440219
11/13/2019,1050.24553,1085.45124,1092.783719,1020.895301,1055.109166,1062.259926,1050.958925,1086.138511,1093.387137,1021.590238,1055.786639,1062.833363
11/14/2019,1046.208488,1082.457297,1089.831203,1016.233357,1051.437956,1058.618995,1047.395316,1083.635106,1090.925211,1017.386396,1052.587784,1059.669671
11/15/2019,1046.86635,1083.211134,1090.625114,1021.54063,1057.002355,1064.250302,1048.251689,1084.596368,1091.925414,1022.892154,1058.35747,1065.509889
11/18/2019,1046.844781,1083.48484,1090.952018,1024.196121,1060.042502,1067.363298,1048.534635,1085.185314,1092.575427,1025.85299,1061.710718,1068.941685
11/19/2019,1044.60158,1081.266141,1088.762278,1021.863294,1057.7265,1065.07558,1046.628677,1083.313094,1090.733787,1023.849666,1059.735522,1066.995387
