valid_from;valid_to;index_symbol;dj_id;weightfactor;capfactor;description;not_rep_before
20121219;99991231;SA9UUNP;WR     ;35095982;1;;20121215
20121219;99991231;SA9UUNP;WR     ;1;0.5;;20121215
