STOXXID;SEDOL;ISIN;effectiveDate;weightFactor;capFactor
PEG;2707677;US7445731067;20210322;149218;1
464327;B07G378;FI0009005318;20210322;243715;1
PFG;2803014;US74251V1026;20210322;144861;1
256612;2566124;CA8667961053;20210322;167471;1
SRE;2138158;US8168511090;20210322;66832;1
HBAN;2445966;US4461501045;20210322;535810;1
DTE;2280220;US2333311072;20210322;65467;1
STX;B58JVZ5;IE00B58JVZ52;20210322;105914;1
FNTG;BNBRDD4;US31620R3030;20210322;205122;1
US506X;BQRX1X3;US1746101054;20210322;179895;1
662460;6624608;AU000000NAB4;20210322;383318;1
KEY;2490911;US4932671088;20210322;389311;1
STB;2736035;US9029733048;20210322;140804;1
SJMA;2951452;US8326964058;20210322;59759;1
CAG;2215460;US2058871029;20210322;198576;1
405671;4056719;IT0000062072;20210322;378988;1
AMGN;2023607;US0311621009;20210322;30270;1
LK;2522096;US5398301094;20210322;20724;1
478511;BRJL176;CH0244767585;20210322;447829;1
MET;2573209;US59156R1086;20210322;119008;1
461785;4617859;DE0005552004;20210322;128606;1
BBK;BKP7287;US89832Q1094;20210322;119928;1
FITB;2336747;US3167731005;20210322;183119;1
HWP;BYX4D52;US40434L1052;20210322;197178;1
608625;6086253;AU000000FMG4;20220321;3059064;1
071887;0718875;GB0007188757;20220321;345921;1
425305;4253059;DK0010244425;20220321;7816;1
622010;6220103;AU000000RIO1;20220321;282809;1
659758;6597584;JP3362700001;20220321;234339;1
B05NXN;B05NXN7;KYG9828G1082;20220321;6966862;1
051152;0560399;GB0005603997;20220321;4791408;1
533338;B01FLQ6;ES0167050915;20220321;644466;1
617350;6173508;AU000000HVN7;20220321;4200439;1
663376;BM94GQ4;HK0000608585;20220321;4261349;1
654379;6543792;JP3386030005;20220321;1142105;1
658508;6585084;AU000000SUN6;20220321;1895466;1
726261;7262610;FR0000045072;20220321;1273925;1
B0NJJ1;B0NJJ17;FR0010242511;20220321;1535520;1
NL604I;BD9PNF2;NL0011872643;20220321;321040;1
681042;6810429;HK0083000502;20220321;11158554;1
642053;6420538;HK0012000102;20220321;3395400;1
B06QFB;B06QFB7;GB00B06QFB75;20220321;1399236;1
609128;6091280;AU000000BEN6;20220321;1954626;1
685992;6859927;HK0016000132;20220321;1177949;1
425240;5529027;DE0007100000;20220321;201758;1
413366;7309681;FR0000131104;20220321;241404;1
643532;6435327;HK0006000050;20220321;2173532;1
B04PZ7;B04PZ72;SG1Q52922370;20220321;10965254;1
037178;0925288;GB0009252882;20220321;644476;1
464327;B07G378;FI0009005318;20220321;762847;1
670262;6702623;AU000000JBH7;20220321;364718;1
664256;6642569;JP3381000003;20220321;741643;1
647453;6474535;JP3726800000;20220321;785195;1
NL403F;BNG8PQ9;NL0010773842;20220321;271569;1
642012;6420129;SG1M51904654;20220321;7797104;1
471310;BDT88L2;FR0013269123;20220321;415155;1
442048;7110753;CH0012214059;20220321;255820;1
625144;6251448;JP3502200003;20220321;2117586;1
479736;B1LB9P6;FR0010411983;20220321;404751;1
400169;B86S2N0;BE0974264930;20220321;245965;1
517617;5176177;FR0000133308;20220321;1047124;1
079087;0790873;GB0007908733;20220321;549451;1
B00D9P;B00D9P6;BE0003810273;20220321;629839;1
405671;4056719;IT0000062072;20220321;570211;1
662460;6624608;AU000000NAB4;20220321;497862;1
625024;6591014;JP3885780001;20220321;807586;1
691678;6916781;SG1M31001969;20220321;455453;1
JP609N;BYT8143;JP3752900005;20220321;1318570;1
557955;5579550;FI0009007132;20220321;539882;1
401632;5231485;DE0008404005;20220321;44867;1
656302;6563024;JP3890350006;20220321;305619;1
774563;7745638;FR0000064578;20220321;129122;1
274642;2492519;CA56501R1064;20220321;493595;1
IT602J;BYYN701;IT0003796171;20220321;867029;1
IBM;2005973;US4592001014;20220321;75476;1
641440;6414401;JP3768600003;20220321;773137;1
499187;5983816;CH0011075394;20220321;19866;1
626551;6175203;SG1L01001701;20220321;366915;1
615252;6152529;NZCENE0001S6;20220321;1754552;1
725147;7251470;IT0003153415;20220321;1752717;1
506506;B97C733;SE0005190238;20220321;682151;1
619091;6097017;HK0002007356;20220321;969881;1
POW;2697701;CA7392391016;20220321;292050;1
GILD;2369174;US3755581036;20220321;146299;1
US20RF;B3SPXZ3;NL0009434992;20220321;81694;1
DE305Z;B5ZQ9D3;DE000EVNK013;20220321;296904;1
BNS;2076281;CA0641491075;20220321;113479;1
PRU;2819118;US7443201022;20220321;70982;1
BEL;2090571;US92343V1044;20220321;157063;1
IP;2465254;US4601461035;20220321;177189;1
256612;2566124;CA8667961053;20220321;141589;1
217052;2170525;CA1360691010;20220321;60510;1
COG;2162340;US1270971039;20220321;308162;1
BMO;2076009;CA0636711016;20220321;60169;1
HBAN;2445966;US4461501045;20220321;479261;1
SO;2829601;US8425871071;20220321;104127;1
WAG;BTN1Y44;US9314271084;20220321;151104;1
DE2070;5735631;DE0008303504;20220321;305162;1
681075;B02PY11;SG1T75931496;20220321;3637744;1
TDpD;2897222;CA8911605092;20220321;84953;1
CDIC;2175672;US14149Y1082;20220321;119826;1
FNTG;BNBRDD4;US31620R3030;20220321;138450;1
DUK;B7VD3F2;US26441C2044;20220321;64768;1
ETR;2317087;US29364G1031;20220321;61742;1
PFG;2803014;US74251V1026;20220321;96887;1
RY;2754383;CA7800871021;20220321;59421;1
;2077303;CA6330671034;20220321;83847;1
PFE;2684703;US7170811035;20220321;121432;1
CAG;2215460;US2058871029;20220321;204277;1
ED;2216850;US2091151041;20220321;72176;1
656387;6563875;SG1M77906915;20220321;2981267;1
AMGN;2023607;US0311621009;20220321;26462;1
STB;2736035;US9029733048;20220321;107644;1
RCI.B;2169051;CA7751092007;20220321;106826;1
SRE;2138158;US8168511090;20220321;35847;1
KEY;2490911;US4932671088;20220321;237516;1
BBK;BKP7287;US89832Q1094;20220321;93819;1
US506X;BQRX1X3;US1746101054;20220321;110324;1
MET;2573209;US59156R1086;20220321;77504;1
HWP;BYX4D52;US40434L1052;20220321;141112;1
GIS;2367026;US3703341046;20220321;84037;1
SJMA;2951452;US8326964058;20220321;40038;1
DTE;2280220;US2333311072;20220321;40086;1
STX;BKVD2N4;IE00BKVD2N49;20220321;53622;1
CN1156;B61X7R5;KYG8187G1055;20230320;22433568;1
B01RQM;B01RQM3;BMG684371393;20230320;87971429;1
AU1027;B84LB45;AU000000YAL0;20230320;8888358;1
659758;6597584;JP3362700001;20230320;1006379;1
664396;6643960;JP3753000003;20230320;925316;1
425305;4253059;DK0010244425;20230320;8587;1
608625;6086253;AU000000FMG4;20230320;1342237;1
663376;BM94GQ4;HK0000608585;20230320;6958482;1
670262;6702623;AU000000JBH7;20230320;620539;1
617350;6173508;AU000000HVN7;20230320;6667386;1
775125;7751259;NO0010208051;20230320;386705;1
087823;0878230;GB0008782301;20230320;11163948;1
GB10B3;B4T3BW6;JE00B4T3BW64;20230320;2789236;1
071887;0718875;GB0007188757;20230320;225359;1
643532;6435327;HK0006000050;20230320;2664661;1
DE7075;BF0CK44;LU1673108939;20230320;7006435;1
051152;0560399;GB0005603997;20230320;4999453;1
COG;2162340;US1270971039;20230320;598295;1
431536;5271782;ES0130670112;20230320;670066;1
642053;6420538;HK0012000102;20230320;3912471;1
B04PZ7;B04PZ72;SG1Q52922370;20230320;11774821;1
622010;6220103;AU000000RIO1;20230320;162594;1
533338;B01FLQ6;ES0167050915;20230320;404361;1
681042;6810429;HK0083000502;20230320;9515176;1
076680;0766807;GB0007668071;20230320;1086780;1
NL403F;BNG8PQ9;NL0010773842;20230320;330309;1
619091;6097017;HK0002007356;20230320;1630279;1
642012;6420129;SG1M51904654;20230320;8292771;1
647453;6474535;JP3726800000;20230320;565587;1
609128;6091280;AU000000BEN6;20230320;1949933;1
079087;0790873;GB0007908733;20230320;532851;1
506506;B97C733;SE0005190238;20230320;1143898;1
DVN;2480677;US25179M1036;20230320;229540;1
471310;BDT88L2;FR0013269123;20230320;411391;1
143451;4177988;BE0003593044;20230320;122304;1
726261;7262610;FR0000045072;20230320;989638;1
425240;5529027;DE0007100000;20230320;142946;1
656387;6563875;SG1M77906915;20230320;5105389;1
B06QFB;B06QFB7;GB00B06QFB75;20230320;1233582;1
517617;5176177;FR0000133308;20230320;910202;1
BEL;2090571;US92343V1044;20230320;276089;1
P;2685717;US20825C1045;20230320;106636;1
662460;6624608;AU000000NAB4;20230320;545638;1
EG2;5756030;DE0005190037;20230320;104570;1
NL604I;BD9PNF2;NL0011872643;20230320;248158;1
685992;6859927;HK0016000132;20230320;739996;1
725147;7251470;IT0003153415;20230320;1920253;1
774563;7745638;FR0000064578;20230320;161054;1
BNS;2076281;CA0641491075;20230320;200852;1
400169;B86S2N0;BE0974264930;20230320;230521;1
664256;6642569;JP3381000003;20230320;420546;1
691678;6916781;SG1M31001969;20230320;445981;1
615252;6152529;NZCENE0001S6;20230320;1967221;1
626551;6175203;SG1L01001701;20230320;379744;1
442048;7110753;CH0012214059;20230320;146707;1
IT602J;BYYN701;IT0003796171;20230320;891555;1
DE305Z;B5ZQ9D3;DE000EVNK013;20230320;427960;1
681075;B02PY11;SG1T75931496;20230320;4807704;1
US40VL;B7Y8YR3;US25278X1090;20230320;68342;1
B05NXN;B05NXN7;KYG9828G1082;20230320;4969646;1
217052;2170525;CA1360691010;20230320;204966;1
641440;6414401;JP3768600003;20230320;735316;1
MMM;2595708;US88579Y1010;20230320;79192;1
POW;2697701;CA7392391016;20230320;325204;1
274642;2492519;CA56501R1064;20230320;452860;1
413366;7309681;FR0000131104;20230320;143170;1
IBM;2005973;US4592001014;20230320;60710;1
658508;6585084;AU000000SUN6;20230320;971332;1
401632;5231485;DE0008404005;20230320;34410;1
IP;2465254;US4601461035;20230320;210727;1
654379;6543792;JP3386030005;20230320;599560;1
US20RF;B3SPXZ3;NL0009434992;20230320;81624;1
499187;5983816;CH0011075394;20230320;15714;1
SO;2829601;US8425871071;20230320;100268;1
BMO;2076009;CA0636711016;20230320;78033;1
256612;2566124;CA8667961053;20230320;147700;1
DUK;B7VD3F2;US26441C2044;20230320;67920;1
VIAB;BKTNTR9;US92556H2067;20230320;322385;1
ETR;2317087;US29364G1031;20230320;60694;1
STX;BKVD2N4;IE00BKVD2N49;20230320;102891;1
BBY;2094670;US0865161014;20230320;80445;1
PFE;2684703;US7170811035;20230320;153716;1
FNTG;BNBRDD4;US31620R3030;20230320;186052;1
TDpD;2897222;CA8911605092;20230320;109231;1
US205T;B78C4Y8;US7185461040;20230320;60756;1
ED;2216850;US2091151041;20230320;59603;1
RY;2754383;CA7800871021;20230320;61341;1
AMGN;2023607;US0311621009;20230320;24442;1
GILD;2369174;US3755581036;20230320;70803;1
CAG;2215460;US2058871029;20230320;155072;1
;2077303;CA6330671034;20230320;79320;1
HWP;BYX4D52;US40434L1052;20230320;191367;1
US506X;BQRX1X3;US1746101054;20230320;168853;1
RCI.B;2169051;CA7751092007;20230320;111100;1
BBK;BKP7287;US89832Q1094;20230320;159723;1
STB;2736035;US9029733048;20230320;142694;1
KEY;2490911;US4932671088;20230320;418625;1
SRE;2138158;US8168511090;20230320;32265;1
HBAN;2445966;US4461501045;20230320;441960;1
PFG;2803014;US74251V1026;20230320;54354;1
CN1156;B61X7R5;KYG8187G1055;20240318;23995851;1
AU1027;B84LB45;AU000000YAL0;20240318;6260992;1
668196;6681960;AU000000NHC7;20240318;7584351;1
NL602G;BYQP136;NL0011540547;20240318;1165277;1
B05NXN;B05NXN7;KYG9828G1082;20240318;15724088;1
051152;0560399;GB0005603997;20240318;5715847;1
642053;6420538;HK0012000102;20240318;6259741;1
040054;0540528;GB0005405286;20240318;2291493;1
448816;BZ57390;NL0011821202;20240318;1119818;1
608625;6086253;AU000000FMG4;20240318;1027032;1
581006;5810066;PLPKN0000018;20240318;1002147;1
697972;BMGT167;AU0000224040;20240318;794708;1
NO10Q2;B1L95G3;NO0010345853;20240318;611283;1
087823;0878230;GB0008782301;20240318;8583439;1
HK912D;BLLHKZ1;KYG960071028;20240318;22701827;1
075478;BM8PJY7;GB00BM8PJY71;20240318;4897535;1
B06QFB;B06QFB7;GB00B06QFB75;20240318;1589153;1
NL403F;BNG8PQ9;NL0010773842;20240318;328118;1
071887;0718875;GB0007188757;20240318;233048;1
413366;7309681;FR0000131104;20240318;215332;1
HK50CI;BYZQ077;KYG2177B1014;20240318;3043539;1
471310;BDT88L2;FR0013269123;20240318;472720;1
609128;6091280;AU000000BEN6;20240318;2159155;1
691678;6916781;SG1M31001969;20240318;632681;1
EG2;5756030;DE0005190037;20240318;125671;1
486809;B06JSP1;DK0010311471;20240318;236979;1
400169;B86S2N0;BE0974264930;20240318;303767;1
626551;6175203;SG1L01001701;20240318;502006;1
643532;6435327;HK0006000050;20240318;2186027;1
NL604I;BD9PNF2;NL0011872643;20240318;273521;1
685992;6859927;HK0016000132;20240318;1290268;1
IT602J;BYYN701;IT0003796171;20240318;961808;1
576162;B54C017;DE000KSAG888;20240318;866098;1
663376;BM94GQ4;HK0000608585;20240318;10138530;1
506506;B97C733;SE0005190238;20240318;1443597;1
425240;5529027;DE0007100000;20240318;147717;1
642012;6420129;SG1M51904654;20240318;8149877;1
726261;7262610;FR0000045072;20240318;802623;1
517617;5176177;FR0000133308;20240318;978104;1
622010;6220103;AU000000RIO1;20240318;145967;1
EG7;5497168;DE0007664039;20240318;89114;1
662460;6624608;AU000000NAB4;20240318;479407;1
BNS;2076281;CA0641491075;20240318;212860;1
BEL;2090571;US92343V1044;20240318;259633;1
681075;B02PY11;SG1T75931496;20240318;5549781;1
619091;6097017;HK0002007356;20240318;1256114;1
431536;5271782;ES0130670112;20240318;579281;1
725147;7251470;IT0003153415;20240318;2177639;1
PFE;2684703;US7170811035;20240318;364578;1
670262;6702623;AU000000JBH7;20240318;251663;1
656387;6563875;SG1M77906915;20240318;5015052;1
617350;6173508;AU000000HVN7;20240318;3036440;1
647453;6474535;JP3726800000;20240318;357447;1
217052;2170525;CA1360691010;20240318;187792;1
