,Date,Next_Trading_Day,Index_Symbol,Index_Name,Index_Type,Index_Currency,Index_Component_Count,Index_Mcap_Units,Index_Divisor,Internal_Number,ISIN,SEDOL,RIC,CUSIP,Instrument_Name,Country,Currency,Exchange,ICB,Shares,Free_Float,Capfactor,Weightfactor,Close_unadjusted_local,Close_adjusted_local,FX_local_to_Index_Currency,Mcap_Units_local,Mcap_Units_Index_Currency,Weight,Index_Close
96,3/18/2024,3/18/2024,SDGP,STXG18SD100 EUR P,Price,EUR,100,1010582134,362074,US205T,US7185461040,B78C4Y8,PSX.N,,PHILLIPS 66,US,USD,NYSE,60101020,,,1,30740,159.03,159.03,0.9184424,4888582,4489881,0.44429,
97,3/18/2024,3/18/2024,SDGP,STXG18SD100 EUR P,Price,EUR,100,1010582134,362074,US20RF,NL0009434992,B3SPXZ3,LYB.N,,LYONDELLBASELL INDUSTRIES,US,USD,NYSE,55201020,,,1,78366,99.91,99.91,0.9184424,7829547,7190988,0.71157,
98,3/18/2024,3/18/2024,SDGP,STXG18SD100 EUR P,Price,EUR,100,1010582134,362074,US40VL,US25278X1090,B7Y8YR3,FANG.OQ,,DIAMONDBACK ENERGY,US,USD,NASDAQ,60101010,,,1,37874,189.94,189.94,0.9184424,7193788,6607080,0.65379,
99,3/18/2024,3/18/2024,SDGP,STXG18SD100 EUR P,Price,EUR,100,1010582134,362074,US506X,US1746101054,BQRX1X3,CFG.N,,CITIZENS FINANCIAL GROUP,US,USD,NYSE,30101010,,,1,245776,33.49,33.49,0.9184424,8231038,7559735,0.74806,
0,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,608625,AU000000FMG4,6086253,FMG.AX,,Fortescue Metals Group Ltd.,AU,AUD,ASX,1757,,,1,6244988,6.48,,0.6257628,40467522,25323070,2.38355,2781.74
1,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,79087,GB0007908733,790873,SSE.L,,SCOTTISH & SOUTHERN ENERGY,GB,GBP,LSE,7535,,,1,1431991,12.075,,1.1721958,17291291,20268779,1.90781,2781.74
2,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,64623,GB00B39J2M42,B39J2M4,UU.L,,UNITED UTILITIES GRP,GB,GBP,LSE,7577,,,1,1993843,8.596,,1.1721958,17139074,20090351,1.89102,2781.74
3,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,616400,HK0008011667,6574071,0008.HK,,PCCW,HK,HKD,Hong Kong Stock Exchange,6535,,,1,37977955,4.7,,0.1124847,178496389,20078113,1.88987,2781.74
4,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,698899,BMG988031446,6586537,0551.HK,,Yue Yuen Industrial (Holdings),HK,HKD,Hong Kong Stock Exchange,3765,,,1,6418394,26.7,,0.1124847,171371120,19276629,1.81443,2781.74
5,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,37178,GB0009252882,925288,GSK.L,,GLAXOSMITHKLINE,GB,GBP,LSE,4577,,,1,1077181,15.016,,1.1721958,16174950,18960208,1.78464,2781.74
6,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,24282,GB00BDR05C01,BDR05C0,NG.L,,NATIONAL GRID,GB,GBP,LSE,7575,,,1,1804159,8.763,,1.1721958,15809845,18532234,1.74436,2781.74
7,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,642012,SG1M51904654,6420129,CMLT.SI,,CAPITALAND MALL TRUST MGMT,SG,SGD,Singapore Exchange,8672,,,1,11805465,2.33,,0.6526352,27506733,17951862,1.68973,2781.74
8,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,608545,AU000000TLS2,6087289,TLS.AX,,Telstra Corp. Ltd.,AU,AUD,ASX,6535,,,1,8532153,3.26,,0.6257628,27814819,17405479,1.6383,2781.74
9,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,656387,SG1M77906915,6563875,AEMN.SI,,Ascendas Real Estate Investmen,SG,SGD,Singapore Exchange,8671,,,1,9393714,2.81,,0.6526352,26396336,17227178,1.62152,2781.74
10,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,80341,GB00B03MM408,B03MM40,RDSb.L,,ROYAL DUTCH SHELL B,GB,GBP,LSE,537,,,1,608589,24.035,,1.1721958,14627437,17146220,1.6139,2781.74
11,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,643557,HK0004000045,6435576,0004.HK,,Wharf (Holdings) Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,6256904,22.75,,0.1124847,142344566,16011586,1.5071,2781.74
12,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,B05NXN,KYG9828G1082,B05NXN7,0868.HK,,XINYI GLASS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,3355,,,1,15815425,8.97,,0.1124847,141864362,15957571,1.50202,2781.74
13,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,524918,PTEDP0AM0009,4103596,EDP.LS,,EDP ENERGIAS DE PORTUGAL,PT,EUR,EURONEXT (PT),7537,,,1,4725933,3.311,,1,15647564,15647564,1.47284,2781.74
14,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,98952,GB0009895292,989529,AZN.L,,ASTRAZENECA,GB,GBP,LSE,4577,,,1,209557,62.74,,1.1721958,13147606,15411569,1.45063,2781.74
15,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,656835,BMG668971101,6568353,0659.HK,,NWS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,2357,,,1,8159012,16.66,,0.1124847,135929140,15289949,1.43918,2781.74
16,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,609128,AU000000BEN6,6091280,BEN.AX,,Bendigo & Adelaide Bank Ltd.,AU,AUD,ASX,8355,,,1,2458580,9.81,,0.6257628,24118670,15092566,1.4206,2781.74
17,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,662460,AU000000NAB4,6624608,NAB.AX,,National Australia Bank Ltd.,AU,AUD,ASX,8355,,,1,919126,25.21,,0.6257628,23171166,14499654,1.36479,2781.74
18,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,658508,AU000000SUN6,6585084,SUN.AX,,SUNCORP GROUP LTD.,AU,AUD,ASX,8775,,,1,1642807,13.52,,0.6257628,22210751,13898662,1.30822,2781.74
19,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,PPL,US69351T1060,2680905,PPL.N,,PPL Corp.,US,USD,New York Stock Exchange,7535,,,1,473173,32.74,,0.8829243,15491684,13677984,1.28745,2781.74
20,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,681075,SG1T75931496,B02PY22,STEL.SI,,Singapore Telecommunications L,SG,SGD,Singapore Exchange,6575,,,1,6673836,3.03,,0.6526352,20221723,13197409,1.24222,2781.74
21,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,B0PB4M,HK0823032773,B0PB4M7,0823.HK,,Link Real Estate Investment Tr,HK,HKD,Hong Kong Stock Exchange,8672,,,1,1345816,86.65,,0.1124847,116614956,13117398,1.23468,2781.74
22,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,SO,US8425871071,2829601,SO.N,,Southern Co.,US,USD,New York Stock Exchange,7535,,,1,284846,51.86,,0.8829243,14772114,13042658,1.22765,2781.74
23,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,B04PZ7,SG1Q52922370,B04PZ72,SUNT.SI,,Suntec Real Estate Investment,SG,SGD,Singapore Exchange,8671,,,1,10069882,1.93,,0.6526352,19434872,12683881,1.19388,2781.74
24,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,636586,AU000000GPT8,6365866,GPT.AX,,GPT Group,AU,AUD,ASX,8672,,,1,3244346,6.15,,0.6257628,19952728,12485675,1.17522,2781.74
25,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,557955,FI0009007132,5579550,FORTUM.HE,,FORTUM,FI,EUR,OMX (FI),7535,,,1,618802,19.93,,1,12332724,12332724,1.16083,2781.74
26,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,663376,HK0017000149,6633767,0017.HK,,New World Development Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,8571744,12.74,,0.1124847,109204019,12283781,1.15622,2781.74
27,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,619091,HK0002007356,6097017,0002.HK,,CLP Holdings Ltd.,HK,HKD,Hong Kong Stock Exchange,7535,,,1,1195397,91.15,,0.1124847,108960437,12256382,1.15364,2781.74
28,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,BEL,US92343V1044,2090571,VZ.N,,Verizon Communications Inc.,US,USD,New York Stock Exchange,6535,,,1,231490,58.39,,0.8829243,13516701,11934224,1.12332,2781.74
29,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,499187,CH0011075394,5983816,ZURN.S,,ZURICH INSURANCE GROUP,CH,CHF,SIX Swiss Exchange,8532,,,1,39352,337.6,,0.8804755,13285235,11697324,1.10102,2781.74
30,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,DUK,US26441C2044,B7VD3F2,DUK.N,,Duke Energy Corp.,US,USD,New York Stock Exchange,7575,,,1,142720,90.65,,0.8829243,12937568,11422893,1.07519,2781.74
31,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,685085,AU000000SGP0,6850856,SGP.AX,,Stockland,AU,AUD,ASX,8673,,,1,4681819,3.81,,0.6257628,17837730,11162188,1.05065,2781.74
32,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,490541,FR0000120271,B15C557,TOTF.PA,,TOTAL,FR,EUR,EURONEXT (FR),537,,,1,215152,51.7,,1,11123358,11123358,1.04699,2781.74
33,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,SCL.B,CA82028K2002,2801836,SJRb.TO,,Shaw Communications Inc. Cl B,CA,CAD,Toronto Stock Exchange,5553,,,1,606951,27.64,,0.6619888,16776126,11105607,1.04532,2781.74
34,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,681042,HK0083000502,6810429,0083.HK,,Sino Land Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,6852558,14.28,,0.1124847,97854528,11007137,1.03605,2781.74
35,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,725147,IT0003153415,7251470,SRG.MI,,SNAM RETE GAS,IT,EUR,Milan,577,,,1,2480544,4.4,,1,10914394,10914394,1.02733,2781.74
36,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,594176,CH0008038389,B083BH4,SPSN.S,,SWISS PRIME SITE,CH,CHF,SIX Swiss Exchange,8633,,,1,143029,86.4,,0.8804755,12357706,10880657,1.02415,2781.74
37,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,654362,AU000000SYD9,B70DWB2,SYD.AX,,SYDNEY AIRPORT,AU,AUD,ASX,2777,,,1,2318629,7.43,,0.6257628,17227413,10780274,1.0147,2781.74
38,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,461075,DE0008430026,5294121,MUVGn.DE,,MUENCHENER RUECK,DE,EUR,XETRA (DE),8538,,,1,49632,216.6,,1,10750291,10750291,1.01188,2781.74
39,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,405671,IT0000062072,4056719,GASI.MI,,ASSICURAZIONI GENERALI,IT,EUR,Milan,8532,,,1,657479,16.34,,1,10743207,10743207,1.01121,2781.74
40,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,MRK,US58933Y1055,2778844,MRK.N,,Merck & Co. Inc.,US,USD,New York Stock Exchange,4577,,,1,148441,81.57,,0.8829243,12108332,10690741,1.00627,2781.74
41,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,774563,FR0000064578,7745638,FDR.PA,,COVIVIO,FR,EUR,EURONEXT (FR),8671,,,1,110388,94.1,,1,10387511,10387511,0.97773,2781.74
42,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,479736,FR0010411983,B1LB9P6,SCOR.PA,,SCOR,FR,EUR,EURONEXT (FR),8538,,,1,256254,40,,1,10250160,10250160,0.9648,2781.74
43,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,481334,SE0000148884,4813345,SEBa.ST,,SKANDINAVISKA ENSKILDA BK A,SE,SEK,OMX (SE),8355,,,1,1131012,94.14,,0.0955361,106473470,10172060,0.95745,2781.74
44,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,647453,JP3726800000,6474535,2914.T,,Japan Tobacco Inc.,JP,JPY,Tokio Stock Exchange,3785,,,1,454721,2821.5,,0.0079133,1282995302,10152727,0.95563,2781.74
45,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,PE,US30161N1019,2670519,EXC.N,,Exelon Corp.,US,USD,New York Stock Exchange,7535,,,1,228367,50,,0.8829243,11418350,10081539,0.94893,2781.74
46,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,AEP,US0255371017,2026242,AEP.N,,American Electric Power Co. In,US,USD,New York Stock Exchange,7535,,,1,132910,83.81,,0.8829243,11139187,9835059,0.92573,2781.74
47,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,643532,HK0006000050,6435327,0006.HK,,POWER ASSETS HOLDINGS LTD,HK,HKD,Hong Kong Stock Exchange,7535,,,1,1580326,55.1,,0.1124847,87075963,9794714,0.92193,2781.74
48,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,POW,CA7392391016,2697701,POW.TO,,Power Corp. of Canada,CA,CAD,Toronto Stock Exchange,8575,,,1,501112,29.5,,0.6619888,14782804,9786051,0.92112,2781.74
49,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,76764,GB00B019KW72,B019KW7,SBRY.L,,SAINSBURY (J),GB,GBP,LSE,5337,,,1,3672926,2.238,,1.1721958,8220008,9635459,0.90694,2781.74
50,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,PEG,US7445731067,2707677,PEG.N,,Public Service Enterprise Grou,US,USD,New York Stock Exchange,7535,,,1,182184,59.73,,0.8829243,10881850,9607850,0.90435,2781.74
51,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,B00D9P,BE0003810273,B00D9P6,PROX.BR,,PROXIMUS,BE,EUR,EURONEXT (BE),6535,,,1,396331,24.24,,1,9607063,9607063,0.90427,2781.74
52,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,478165,CH0126881561,B545MG5,SRENH.S,,SWISS REINSURANCE COMPANY,CH,CHF,SIX Swiss Exchange,8538,,,1,108340,100.1,,0.8804755,10844834,9548611,0.89877,2781.74
53,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,681182,SG1P66918738,B012899,SPRM.SI,,Singapore Press Holdings Ltd.,SG,SGD,Singapore Exchange,5557,,,1,5890266,2.47,,0.6526352,14548957,9495161,0.89374,2781.74
54,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,HOU,US15189T1079,2440637,CNP.N,,CenterPoint Energy Inc.,US,USD,New York Stock Exchange,7575,,,1,347639,30.81,,0.8829243,10710758,9456788,0.89013,2781.74
55,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,556582,FR0000121964,7582556,LOIM.PA,,KLEPIERRE,FR,EUR,EURONEXT (FR),8672,,,1,305612,30.94,,1,9455635,9455635,0.89002,2781.74
56,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,606558,AU000000ANZ3,6065586,ANZ.AX,,Australia & New Zealand Bankin,AU,AUD,ASX,8355,,,1,573081,26.35,,0.6257628,15100684,9449447,0.88944,2781.74
57,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,T.PWF,CA73927C1005,2697864,PWF.TO,,Power Financial Corp.,CA,CAD,Toronto Stock Exchange,8575,,,1,465485,30.24,,0.6619888,14076266,9318331,0.87709,2781.74
58,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,407683,IT0000072618,4076836,ISP.MI,,INTESA SANPAOLO,IT,EUR,Milan,8355,,,1,4223216,2.199,,1,9286852,9286852,0.87413,2781.74
59,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,SBC,US00206R1023,2831811,T.N,,AT&T Inc.,US,USD,New York Stock Exchange,6535,,,1,340807,30.67,,0.8829243,10452551,9228811,0.86867,2781.74
60,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,217052,CA1360691010,2170525,CM.TO,,Canadian Imperial Bank of Comm,CA,CAD,Toronto Stock Exchange,8355,,,1,122895,112.9,,0.6619888,13874846,9184992,0.86454,2781.74
61,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,F,US3453708600,2615468,F.N,,Ford Motor Co.,US,USD,New York Stock Exchange,3353,,,1,1223481,8.43,,0.8829243,10313945,9106432,0.85715,2781.74
62,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,238495,CA39138C1068,2384951,GWO.TO,,Great-West Lifeco Inc.,CA,CAD,Toronto Stock Exchange,8575,,,1,431031,31.41,,0.6619888,13538684,8962457,0.8436,2781.74
63,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,DTE,US2333311072,2280220,DTE.N,,DTE Energy Co.,US,USD,New York Stock Exchange,7535,,,1,80078,123.98,,0.8829243,9928070,8765735,0.82508,2781.74
64,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,ED,US2091151041,2216850,ED.N,,Consolidated Edison Inc.,US,USD,New York Stock Exchange,7535,,,1,116384,84.84,,0.8829243,9874019,8718011,0.82059,2781.74
65,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,PFE,US7170811035,2684703,PFE.N,,Pfizer Inc.,US,USD,New York Stock Exchange,4577,,,1,235557,41.78,,0.8829243,9841571,8689363,0.81789,2781.74
66,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,401632,DE0008404005,5231485,ALVG.DE,,ALLIANZ,DE,EUR,XETRA (DE),8532,,,1,42960,200.9,,1,8630664,8630664,0.81237,2781.74
67,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,RCI.B,CA7751092007,2169051,RCIb.TO,,Rogers Communications Inc. Cl,CA,CAD,Toronto Stock Exchange,6575,,,1,178649,72.48,,0.6619888,12948480,8571748,0.80682,2781.74
68,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,BMO,CA0636711016,2076009,BMO.TO,,Bank of Montreal,CA,CAD,Toronto Stock Exchange,8355,,,1,124701,103.7,,0.6619888,12931494,8560504,0.80576,2781.74
69,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,12715,GB0002634946,263494,BAES.L,,BAE SYSTEMS,GB,GBP,LSE,2717,,,1,1514706,4.779,,1.1721958,7238780,8485267,0.79868,2781.74
70,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,626551,SG1L01001701,6175203,DBSM.SI,,DBS Group Holdings Ltd.,SG,SGD,Singapore Exchange,8355,,,1,495951,25.14,,0.6526352,12468208,8137191,0.76592,2781.74
71,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,491134,FR0013326246,BFYM460,URW.AS,,UNIBAIL-RODAMCO-WESTFIELD,FR,EUR,EURONEXT (NL),8672,,,1,54402,149.34,,1,8124395,8124395,0.76471,2781.74
72,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,554398,FR0000120222,5543986,CNPP.PA,,CNP ASSURANCES,FR,EUR,EURONEXT (FR),8575,,,1,389019,20.72,,1,8060474,8060474,0.7587,2781.74
73,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,624226,SG1B51001017,6242260,JCYC.SI,,Jardine Cycle & Carriage Ltd.,SG,SGD,Singapore Exchange,5379,,,1,368565,33.4,,0.6526352,12310071,8033986,0.7562,2781.74
74,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,NA,CA6330671034,2077303,NA.TO,,National Bank of Canada,CA,CAD,Toronto Stock Exchange,8355,,,1,194509,62.28,,0.6619888,12114021,8019346,0.75483,2781.74
75,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,RY,CA7800871021,2754383,RY.TO,,Royal Bank of Canada,CA,CAD,Toronto Stock Exchange,8355,,,1,116609,103.54,,0.6619888,12073696,7992651,0.75231,2781.74
76,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,BNS,CA0641491075,2076281,BNS.TO,,Bank of Nova Scotia,CA,CAD,Toronto Stock Exchange,8355,,,1,164056,73.09,,0.6619888,11990853,7937810,0.74715,2781.74
77,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,STX,IE00B58JVZ52,B58JVZ5,STX.OQ,,Seagate Technology Inc.,US,USD,NASDAQ,9572,,,1,183943,47.68,,0.8829243,8770402,7743601,0.72887,2781.74
78,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,KSS,US5002551043,2496113,KSS.N,,Kohl's Corp.,US,USD,New York Stock Exchange,5371,,,1,122842,67.98,,0.8829243,8350799,7373124,0.694,2781.74
79,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,MO,US02209S1033,2692632,MO.N,,Altria Group Inc.,US,USD,New York Stock Exchange,3785,,,1,147105,56.75,,0.8829243,8348209,7370836,0.69379,2781.74
80,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,DH,US87612E1064,2259101,TGT.N,,Target Corp.,US,USD,New York Stock Exchange,5373,,,1,108211,76.66,,0.8829243,8295455,7324259,0.6894,2781.74
81,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,691678,SG1M31001969,6916781,UOBH.SI,,United Overseas Bank Ltd.,SG,SGD,Singapore Exchange,8355,,,1,442596,25.24,,0.6526352,11171123,7290668,0.68624,2781.74
82,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,553397,CH0008742519,5533976,SCMN.S,,SWISSCOM,CH,CHF,SIX Swiss Exchange,6535,,,1,17113,482.7,,0.8804755,8260445,7273120,0.68459,2781.74
83,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,IBM,US4592001014,2005973,IBM.N,,International Business Machine,US,USD,New York Stock Exchange,9533,,,1,56576,139.43,,0.8829243,7888392,6964853,0.65557,2781.74
84,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,B1G185,JP3711200000,B1G1854,8304.T,,AOZORA BANK,JP,JPY,Tokio Stock Exchange,8355,,,1,270839,3110,,0.0079133,842309290,6665446,0.62739,2781.74
85,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,ETN,IE00B8KQN827,B8KQN82,ETN.N,,EATON CORP. PLC,US,USD,New York Stock Exchange,2727,,,1,92532,80.58,,0.8829243,7456229,6583285,0.61966,2781.74
86,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,DRI,US2371941053,2289874,DRI.N,,Darden Restaurants Inc.,US,USD,New York Stock Exchange,5757,,,1,67010,110.66,,0.8829243,7415327,6547172,0.61626,2781.74
87,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,VLO,US91913Y1001,2041364,VLO.N,,Valero Energy Corp.,US,USD,New York Stock Exchange,533,,,1,87050,85.08,,0.8829243,7406214,6539126,0.6155,2781.74
88,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,407228,ES0113900J37,5705946,SAN.MC,,BCO SANTANDER,ES,EUR,SIBE,8355,,,1,1487923,4.3815,,1,6519335,6519335,0.61364,2781.74
89,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,LTD,US5017971046,B9M2WX3,LB.N,,L BRANDS INC,US,USD,New York Stock Exchange,5371,,,1,268279,26.58,,0.8829243,7130856,6296006,0.59262,2781.74
90,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,649026,SG1U68934629,B1VQ5C0,KPLM.SI,,Keppel Corp. Ltd.,SG,SGD,Singapore Exchange,573,,,1,1520034,6.13,,0.6526352,9317808,6081130,0.57239,2781.74
91,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,US20RF,NL0009434992,B3SPXZ3,LYB.N,,LYONDELLBASELL INDUSTRIES,US,USD,New York Stock Exchange,1353,,,1,77567,87,,0.8829243,6748329,5958264,0.56083,2781.74
92,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,461785,DE0005552004,4617859,DPWGn.DE,,DEUTSCHE POST,DE,EUR,XETRA (DE),2771,,,1,197058,29.47,,1,5807299,5807299,0.54662,2781.74
93,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,PRU,US7443201022,2819118,PRU.N,,Prudential Financial Inc.,US,USD,New York Stock Exchange,8575,,,1,63261,95.98,,0.8829243,6071791,5360932,0.5046,2781.74
94,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,INTC,US4581401001,2463247,INTC.OQ,,Intel Corp.,US,USD,NASDAQ,9576,,,1,110141,54.33,,0.8829243,5983961,5283384,0.4973,2781.74
95,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,CUM,US2310211063,2240202,CMI.N,,Cummins Inc.,US,USD,New York Stock Exchange,2753,,,1,37036,157.41,,0.8829243,5829837,5147305,0.48449,2781.74
96,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,481775,FR0000130809,5966516,SOGN.PA,,GRP SOCIETE GENERALE,FR,EUR,EURONEXT (FR),8355,,,1,188349,27.295,,1,5140986,5140986,0.4839,2781.74
97,3/15/2019,,SDGP,STXG18SD100 EUR P,Price,EUR,100,1062408653,381923,AVZ,BMG491BT1088,B28XP76,IVZ.N,,INVESCO Ltd.,US,USD,New York Stock Exchange,8771,,,1,241389,19.78,,0.8829243,4774674,4215676,0.3968,2781.74
