,Date,Next_Trading_Day,Index_Symbol,Index_Name,Index_Type,Index_Currency,Index_Component_Count,Index_Mcap_Units,Index_Divisor,Internal_Number,ISIN,SEDOL,RIC,CUSIP,Instrument_Name,Country,Currency,Exchange,ICB,Shares,Free_Float,Capfactor,Weightfactor,Close_unadjusted_local,Close_adjusted_local,FX_local_to_Index_Currency,Mcap_Units_local,Mcap_Units_Index_Currency,Weight,Index_Close
21,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,557955,FI0009007132,5579550,FORTUM.HE,,FORTUM,FI,EUR,OMX (FI),65101015,,,1,466769,22.57,22.57,1,10534976,10534976,1.02936,
22,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,608625,AU000000FMG4,6086253,FMG.AX,,Fortescue Metals Group Ltd.,AU,AUD,ASX,55102010,,,1,2065669,20.01,20.01,0.6503643,41334037,26882182,2.62663,
23,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,609128,AU000000BEN6,6091280,BEN.AX,,Bendigo & Adelaide Bank Ltd.,AU,AUD,ASX,30101010,,,1,1316292,9.68,9.68,0.6503643,12741707,8286751,0.80969,
24,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,615252,NZCENE0001S6,6152529,CEN.NZ,,Contact Energy Ltd.,NZ,NZD,NZX,65101010,,,1,3444923,7.07,7.07,0.6017029,24355606,14654839,1.43191,
25,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,617350,AU000000HVN7,6173508,HVN.AX,,Harvey Norman Holdings Ltd.,AU,AUD,ASX,40401010,,,1,5700744,6,6,0.6503643,34204464,22245362,2.17357,
26,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,619091,HK0002007356,6097017,0002.HK,,CLP Holdings Ltd.,HK,HKD,Hong Kong Stock Exchange,65101015,,,1,1409162,74.85,74.85,0.1081385,105475776,11405992,1.11447,
27,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,625024,JP3885780001,6591014,8411.T,,Mizuho Financial Group Inc.,JP,JPY,Tokio Stock Exchange,30101010,,,1,847032,1713,1713,0.0077136,1450965816,11192170,1.09358,
28,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,625134,JP3500610005,6421553,8308.T,,Resona Holdings Inc.,JP,JPY,Tokio Stock Exchange,30101010,,,1,2992788,496.5,496.5,0.0077136,1485919242,11461787,1.11992,
29,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,626551,SG1L01001701,6175203,DBSM.SI,,DBS Group Holdings Ltd.,SG,SGD,Singapore Exchange,30101010,,,1,503538,28.51,28.51,0.625215,14355868,8975504,0.87699,
30,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,626897,JP3499800005,6268976,8593.T,,Mitsubishi UFJ Lease & Finance,JP,JPY,Tokio Stock Exchange,30201025,,,1,1863649,692,692,0.0077136,1289645108,9947807,0.97199,
31,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,641440,JP3768600003,6414401,1808.T,,Haseko Corp.,JP,JPY,Tokio Stock Exchange,50101010,,,1,1013787,1664,1664,0.0077136,1686941568,13012392,1.27143,
32,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,642012,SG1M51904654,6420129,CMLT.SI,,CAPTIALAND INT COMM TRUST,SG,SGD,Singapore Exchange,35102045,,,1,8520239,2.18,2.18,0.625215,18574121,11612819,1.13468,
33,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,643532,HK0006000050,6435327,0006.HK,,POWER ASSETS HOLDINGS LTD,HK,HKD,Hong Kong Stock Exchange,65101015,,,1,3679136,45.15,45.15,0.1081385,166112990,17963210,1.75517,
34,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,647453,JP3726800000,6474535,2914.T,,Japan Tobacco Inc.,JP,JPY,Tokio Stock Exchange,45103010,,,1,946732,2125.5,2125.5,0.0077136,2012278866,15521914,1.51663,
35,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,656302,JP3890350006,6563024,8316.T,,Sumitomo Mitsui Financial Grou,JP,JPY,Tokio Stock Exchange,30101010,,,1,358495,4343,4343,0.0077136,1556943785,12009642,1.17345,
36,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,656387,SG1M77906915,6563875,AEMN.SI,,Ascendas Real Estate Investmen,SG,SGD,Singapore Exchange,35102030,,,1,6102644,3.08,3.08,0.625215,18796144,11751631,1.14824,
37,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,658508,AU000000SUN6,6585084,SUN.AX,,SUNCORP GROUP LTD.,AU,AUD,ASX,30301010,,,1,1435647,10.13,10.13,0.6503643,14543104,9458316,0.92416,
38,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,659668,JP3902900004,6335171,8306.T,,Mitsubishi UFJ Financial Group,JP,JPY,Tokio Stock Exchange,30101010,,,1,2124678,659.4,659.4,0.0077136,1401012673,10806851,1.05593,
39,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,659678,JP3898400001,6596785,8058.T,,Mitsubishi Corp.,JP,JPY,Tokio Stock Exchange,50203000,,,1,399836,3211,3211,0.0077136,1283873396,9903286,0.96764,
40,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,662460,AU000000NAB4,6624608,NAB.AX,,National Australia Bank Ltd.,AU,AUD,ASX,30101010,,,1,390610,25.93,25.93,0.6503643,10128517,6587226,0.64363,
41,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,663376,HK0000608585,BM94GQ4,0017.HK,,New World Development Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,35101010,,,1,3232970,39.7,39.7,0.1081385,128348909,13879459,1.35615,
42,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,670262,AU000000JBH7,6702623,JBH.AX,,JB Hi-Fi Ltd.,AU,AUD,ASX,40401030,,,1,541458,52.01,52.01,0.6503643,28161231,18315059,1.78955,
43,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,681042,HK0083000502,6810429,0083.HK,,Sino Land Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,35101010,,,1,10453173,11.12,11.12,0.1081385,116239284,12569942,1.2282,
44,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,681075,SG1T75931496,B02PY22,STEL.SI,,Singapore Telecommunications L,SG,SGD,Singapore Exchange,15102015,,,1,8303472,2.39,2.39,0.625215,19845298,12407578,1.21233,
45,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,691678,SG1M31001969,6916781,UOBH.SI,,United Overseas Bank Ltd.,SG,SGD,Singapore Exchange,30101010,,,1,544200,25.57,25.57,0.625215,13915194,8699988,0.85007,
46,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,725147,IT0003153415,7251470,SRG.MI,,SNAM RETE GAS,IT,EUR,Milan,60101035,,,1,2594158,4.628,4.628,1,12005763,12005763,1.17307,
47,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,774563,FR0000064578,7745638,CVO.PA,,COVIVIO,FR,EUR,EURONEXT (FR),35102030,,,1,141125,71.1,71.1,1,10033988,10033988,0.98041,
48,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,AMGN,US0311621009,2023607,AMGN.OQ,,Amgen Inc.,US,USD,NASDAQ,20103015,,,1,30846,245.94,245.94,0.8396659,7586265,6369928,0.6224,
49,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,AU01JO,AU000000EVN4,B3X0F91,EVN.AX,,EVOLUTION MINING,AU,AUD,ASX,55103025,,,1,3960702,4.15,4.15,0.6503643,16436913,10689981,1.04451,
50,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,B00D9P,BE0003810273,B00D9P6,PROX.BR,,PROXIMUS,BE,EUR,EURONEXT (BE),15102015,,,1,825107,18.255,18.255,1,15062328,15062328,1.47172,
51,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,B04PZ7,SG1Q52922370,B04PZ72,SUNT.SI,,Suntec Real Estate Investment,SG,SGD,Singapore Exchange,35102030,,,1,14279935,1.57,1.57,0.625215,22419498,14017007,1.36959,
52,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,B05NXN,KYG9828G1082,B05NXN7,0868.HK,,XINYI GLASS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,50203020,,,1,3584924,24.95,24.95,0.1081385,89443854,9672324,0.94507,
53,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,B06QFB,GB00B06QFB75,B06QFB7,IGG.L,,IG GRP HLDG,GB,GBP,LSE,30202015,,,1,1519111,8.73,8.73,1.1647547,13261839,15446789,1.50929,
54,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,B1VP94,DE000A0LD2U1,B1VP947,AOXG.DE,,ALSTRIA OFFICE REIT,DE,EUR,XETRA (DE),35102030,,,1,743304,14.32,14.32,1,10644113,10644113,1.04003,
55,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,BBK,US89832Q1094,BKP7287,TFC.N,,Truist Financial Corp,US,USD,New York Stock Exchange,30101010,,,1,122209,58.54,58.54,0.8396659,7154115,6007066,0.58694,
56,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,BEL,US92343V1044,2090571,VZ.N,,Verizon Communications Inc.,US,USD,New York Stock Exchange,15102015,,,1,186280,56.24,56.24,0.8396659,10476387,8796665,0.85951,
57,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,BMO,CA0636711016,2076009,BMO.TO,,Bank of Montreal,CA,CAD,Toronto Stock Exchange,30101010,,,1,114005,111.58,111.58,0.671096,12720678,8536796,0.83412,
58,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,BNS,CA0641491075,2076281,BNS.TO,,Bank of Nova Scotia,CA,CAD,Toronto Stock Exchange,30101010,,,1,187430,78.73,78.73,0.671096,14756364,9902937,0.96761,
59,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,CAG,US2058871029,2215460,CAG.N,,Conagra Brands Inc.,US,USD,New York Stock Exchange,45102020,,,1,202351,37.85,37.85,0.8396659,7658985,6430989,0.62837,
60,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,CDIC,US14149Y1082,2175672,CAH.N,,Cardinal Health Inc.,US,USD,New York Stock Exchange,20103015,,,1,154244,58.68,58.68,0.8396659,9051038,7599848,0.74257,
61,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,DE2070,DE0008303504,5735631,TEGG.DE,,TAG IMMOBILIEN AG,DE,EUR,XETRA (DE),35101010,,,1,389740,25.06,25.06,1,9766884,9766884,0.95431,
62,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,DE305Z,DE000EVNK013,B5ZQ9D3,EVKn.DE,,EVONIK INDUSTRIES,DE,EUR,XETRA (DE),55201020,,,1,275909,29.42,29.42,1,8117243,8117243,0.79313,
63,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,DTE,US2333311072,2280220,DTE.N,,DTE Energy Co.,US,USD,New York Stock Exchange,65101015,,,1,66712,129.93,129.93,0.8396659,8667890,7278132,0.71114,
64,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,DUK,US26441C2044,B7VD3F2,DUK.N,,Duke Energy Corp.,US,USD,New York Stock Exchange,65102000,,,1,113291,92.72,92.72,0.8396659,10504342,8820137,0.86181,
65,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,ED,US2091151041,2216850,ED.N,,Consolidated Edison Inc.,US,USD,New York Stock Exchange,65101015,,,1,154077,72.3,72.3,0.8396659,11139767,9353683,0.91394,
66,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,EG2,DE0005190037,5756030,BMWG_p.DE,,BMW PREF,DE,EUR,XETRA (DE),40101020,,,1,145748,64.5,64.5,1,9400746,9400746,0.91854,
67,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,ETR,US29364G1031,2317087,ETR.N,,Entergy Corp.,US,USD,New York Stock Exchange,65101015,,,1,106829,98.44,98.44,0.8396659,10516247,8830134,0.86278,
68,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,FITB,US3167731005,2336747,FITB.OQ,,Fifth Third Bancorp,US,USD,NASDAQ,30101010,,,1,186600,38.31,38.31,0.8396659,7148646,6002474,0.5865,
69,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,FNTG,US31620R3030,BNBRDD4,FNF.N,,FNF Group,US,USD,New York Stock Exchange,30302025,,,1,209024,39.34,39.34,0.8396659,8223004,6904576,0.67464,
70,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,GIS,US3703341046,2367026,GIS.N,,General Mills Inc.,US,USD,New York Stock Exchange,45102020,,,1,145338,60.07,60.07,0.8396659,8730454,7330664,0.71627,
71,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,HBAN,US4461501045,2445966,HBAN.OQ,,Huntington Bancshares Inc.,US,USD,NASDAQ,30101010,,,1,546003,15.98,15.98,0.8396659,8725128,7326192,0.71583,
72,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,HK209C,KYG6382M1096,B1FSSM3,3918.HK,,NAGACORP,HK,HKD,Hong Kong Stock Exchange,40501020,,,1,10193093,9.66,9.66,0.1081385,98465278,10647887,1.04039,
73,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,HWP,US40434L1052,BYX4D52,HPQ.N,,HP Inc.,US,USD,New York Stock Exchange,10102030,,,1,200927,30.08,30.08,0.8396659,6043884,5074843,0.49586,
74,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,IBM,US4592001014,2005973,IBM.N,,International Business Machine,US,USD,New York Stock Exchange,10101010,,,1,98234,128.9,128.9,0.8396659,12662363,10632154,1.03886,
75,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,IP,US4601461035,2465254,IP.N,,International Paper Co.,US,USD,New York Stock Exchange,55101015,,,1,174484,53.58,53.58,0.8396659,9348853,7849913,0.76701,
76,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,IT602J,IT0003796171,BYYN701,PST.MI,,POSTE ITALIANE,IT,EUR,Milan,30301010,,,1,1021731,10.34,10.34,1,10564699,10564699,1.03227,
77,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,JP407J,JP3117700009,BH0VTS2,7167.T,,MEBUKI FINANCIAL GROUP,JP,JPY,Tokio Stock Exchange,30101010,,,1,5243909,291,291,0.0077136,1525977519,11770780,1.15011,
78,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,JP609N,JP3752900005,BYT8143,6178.T,,JAPAN POST HOLDINGS,JP,JPY,Tokio Stock Exchange,30301010,,,1,1580150,1095,1095,0.0077136,1730264250,13346566,1.30408,
79,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,KEY,US4932671088,2490911,KEY.N,,KeyCorp,US,USD,New York Stock Exchange,30101010,,,1,396716,20.39,20.39,0.8396659,8089039,6792090,0.66365,
80,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,LK,US5398301094,2522096,LMT.N,,Lockheed Martin Corp.,US,USD,New York Stock Exchange,50201020,,,1,21118,355.07,355.07,0.8396659,7498368,6296124,0.61519,
81,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,LU501L,LU0775917882,B8K9X70,GYC.DE,,GRAND CITY PROPERTIES,DE,EUR,XETRA (DE),35101010,,,1,448214,21.88,21.88,1,9806922,9806922,0.95822,
82,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,MET,US59156R1086,2573209,MET.N,,MetLife Inc.,US,USD,New York Stock Exchange,30301010,,,1,121272,61.29,61.29,0.8396659,7432761,6241036,0.60981,
83,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,NA,CA6330671034,2077303,NA.TO,,National Bank of Canada,CA,CAD,Toronto Stock Exchange,30101010,,,1,125684,88.78,88.78,0.671096,11158226,7488241,0.73167,
84,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,NL403F,NL0010773842,BNG8PQ9,NN.AS,,NN GROUP,NL,EUR,EURONEXT (NL),30301010,,,1,350152,40.96,40.96,1,14342226,14342226,1.40136,
85,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,PEG,US7445731067,2707677,PEG.N,,Public Service Enterprise Grou,US,USD,New York Stock Exchange,65101015,,,1,152055,58.91,58.91,0.8396659,8957560,7521358,0.7349,
86,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,PFE,US7170811035,2684703,PFE.N,,Pfizer Inc.,US,USD,New York Stock Exchange,20103015,,,1,305734,35.53,35.53,0.8396659,10862729,9121063,0.89121,
87,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,PFG,US74251V1026,2803014,PFG.OQ,,Principal Financial Group Inc.,US,USD,NASDAQ,30301010,,,1,147616,60.39,60.39,0.8396659,8914530,7485227,0.73137,
88,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,POW,CA7392391016,2697701,POW.TO,,Power Corp. of Canada,CA,CAD,Toronto Stock Exchange,30301010,,,1,550743,33.48,33.48,0.671096,18438876,12374256,1.20908,
89,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,PPL,US69351T1060,2680905,PPL.N,,PPL Corp.,US,USD,New York Stock Exchange,65101015,,,1,530681,29.59,29.59,0.8396659,15702851,13185148,1.28831,
90,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,RCI.B,CA7751092007,2169051,RCIb.TO,,Rogers Communications Inc. Cl,CA,CAD,Toronto Stock Exchange,15102015,,,1,188668,60.58,60.58,0.671096,11429507,7670297,0.74946,
91,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,RY,CA7800871021,2754383,RY.TO,,Royal Bank of Canada,CA,CAD,Toronto Stock Exchange,30101010,,,1,105237,116.54,116.54,0.671096,12264320,8230536,0.8042,
92,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,SJMA,US8326964058,2951452,SJM.N,,J.M. Smucker Co.,US,USD,New York Stock Exchange,45102020,,,1,60896,126.39,126.39,0.8396659,7696645,6462611,0.63146,
93,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,SO,US8425871071,2829601,SO.N,,Southern Co.,US,USD,New York Stock Exchange,65101015,,,1,173454,59.7,59.7,0.8396659,10355204,8694912,0.84957,
94,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,SRE,US8168511090,2138158,SRE.N,,Sempra Energy,US,USD,New York Stock Exchange,65102000,,,1,68103,128.62,128.62,0.8396659,8759408,7354976,0.71865,
95,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,STB,US9029733048,2736035,USB.N,,U.S. Bancorp,US,USD,New York Stock Exchange,30101010,,,1,143481,55.21,55.21,0.8396659,7921586,6651486,0.64991,
96,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,STX,IE00B58JVZ52,B58JVZ5,STX.OQ,,Seagate Technology Inc.,US,USD,NASDAQ,10102030,,,1,107929,74.63,74.63,0.8396659,8054741,6763292,0.66083,
97,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,TDpD,CA8911605092,2897222,TD.TO,,Toronto-Dominion Bank,CA,CAD,Toronto Stock Exchange,30101010,,,1,154655,82.42,82.42,0.671096,12746665,8554236,0.83583,
98,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,US20RF,NL0009434992,B3SPXZ3,LYB.N,,LYONDELLBASELL INDUSTRIES,US,USD,New York Stock Exchange,55201020,,,1,84763,106.77,106.77,0.8396659,9050146,7599099,0.7425,
99,3/22/2021,3/22/2021,SDGP,STXG18SD100 EUR P,Price,EUR,100,1023447459,354171,US506X,US1746101054,BQRX1X3,CFG.N,,CITIZENS FINANCIAL GROUP,US,USD,New York Stock Exchange,30101010,,,1,183315,44.54,44.54,0.8396659,8164850,6855746,0.66987,
0,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,37178,GB0009252882,925288,GSK.L,,GLAXOSMITHKLINE,GB,GBP,London Stock Exchange,20103015,,,1,669489,16.1,16.1,1.1919663,10778773,12847934,1.2374,
1,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,51152,GB0005603997,560399,LGEN.L,,LEGAL & GENERAL GRP,GB,GBP,London Stock Exchange,30301010,,,1,4977343,2.75,2.75,1.1919663,13687693,16315269,1.57134,
2,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,71887,GB0007188757,718875,RIO.L,,RIO TINTO,GB,GBP,London Stock Exchange,55102000,,,1,359346,56.21,56.21,1.1919663,20198839,24076335,2.31881,
3,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,79087,GB0007908733,790873,SSE.L,,SCOTTISH & SOUTHERN ENERGY,GB,GBP,London Stock Exchange,65101015,,,1,570773,16.88,16.88,1.1919663,9634648,11484176,1.10605,
4,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,217052,CA1360691010,2170525,CM.TO,,Canadian Imperial Bank of Comm,CA,CAD,Toronto Stock Exchange,30101010,,,1,62858,163.39,163.39,0.7163838,10270369,7357526,0.70861,
5,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,256612,CA8667961053,2566124,SLF.TO,,Sun Life Financial Inc.,CA,CAD,Toronto Stock Exchange,30301010,,,1,147083,70.18,70.18,0.7163838,10322285,7394718,0.71219,
6,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,274642,CA56501R1064,2492519,MFC.TO,,Manulife Financial Corp.,CA,CAD,Toronto Stock Exchange,30301010,,,1,512753,25.57,25.57,0.7163838,13111094,9392576,0.90461,
7,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,400169,BE0974264930,B86S2N0,AGES.BR,,AGEAS,BE,EUR,EURONEXT Brussels,30301010,,,1,255511,45.62,45.62,1,11656412,11656412,1.12264,
8,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,401632,DE0008404005,5231485,ALVG.DE,,ALLIANZ,DE,EUR,Deutsche Boerse,30302010,,,1,46608,211.9,211.9,1,9876235,9876235,0.95119,
9,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,405671,IT0000062072,4056719,GASI.MI,,ASSICURAZIONI GENERALI,IT,EUR,EURONEXT Milan,30302010,,,1,592340,18.775,18.775,1,11121184,11121184,1.07109,
10,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,413366,FR0000131104,7309681,BNPP.PA,,BNP PARIBAS,FR,EUR,EURONEXT Paris,30101010,,,1,250772,53.35,53.35,1,13378686,13378686,1.28851,
11,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,425240,DE0007100000,5529027,MBGn.DE,,MERCEDES-BENZ GROUP,DE,EUR,Deutsche Boerse,40101020,,,1,209588,62.63,62.63,1,13126496,13126496,1.26422,
12,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,425305,DK0010244425,4253059,MAERSKa.CO,,A P MOLLER-MAERSK A,DK,DKK,NASDAQ  Copenhagen,50206030,,,1,8119,21840,21840,0.1343887,177318960,23829665,2.29505,
13,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,442048,CH0012214059,7110753,HOLN.S,,Holcim,CH,CHF,SIX Swiss Exchange,50101030,,,1,265749,46.55,46.55,0.9693211,12370616,11991099,1.15487,
14,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,464327,FI0009005318,B07G378,TYRES.HE,,NOKIAN RENKAAT,FI,EUR,NASDAQ  Helsinki,40101015,,,1,792449,18.8,18.8,1,14898041,14898041,1.43484,
15,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,471310,FR0013269123,BDT88L2,RUBF.PA,,RUBIS,FR,EUR,EURONEXT Paris,40401030,,,1,431265,26.71,26.71,1,11519088,11519088,1.10941,
16,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,479736,FR0010411983,B1LB9P6,SCOR.PA,,SCOR,FR,EUR,EURONEXT Paris,30302020,,,1,420457,28.03,28.03,1,11785410,11785410,1.13506,
17,3/21/2022,3/21/2022,SDGP,STXG18SD100 EUR P,Price,EUR,100,1038304851,334142,499187,CH0011075394,5983816,ZURN.S,,ZURICH INSURANCE GROUP,CH,CHF,SIX Swiss Exchange,30302010,,,1,20637,444.8,444.8,0.9693211,9179338,8897726,0.85695,
