STOXXID;SEDOL;ISIN;effectiveDate;weightFactor;capFactor
;2367026;US3703341046;20190318;172224;1
;2076009;CA0636711016;20190318;104083;1
;B7VD3F2;US26441C2044;20190318;88763;1
;2754383;CA7800871021;20190318;102124;1
;B0PB4M7;HK0823032773;20190318;703840;1
;2440637;US15189T1079;20190318;244173;1
;B8KQN82;IE00B8KQN827;20190318;85593;1
;2216850;US2091151041;20190318;82779;1
;2496113;US5002551043;20190318;100670;1
;2259101;US87612E1064;20190318;88909;1
;BYX4D52;US40434L1052;20190318;331655;1
;2026242;US0255371017;20190318;77915;1
;2684703;US7170811035;20190318;154245;1
;2707677;US7445731067;20190318;104117;1
;2280220;US2333311072;20190318;47989;1
;2169051;CA7751092007;20190318;107637;1
;5927375;NL0000303709;20200323;11860140;1
;6086253;AU000000FMG4;20200323;4937693;1
;B03MM40;GB00B03MM408;20200323;1761896;1
;B1HDJL2;FR0000120685;20200323;7767386;1
;7582556;FR0000121964;20200323;861223;1
;BRJL176;CH0244767585;20200323;2210437;1
;BFYM460;FR0013326246;20200323;250859;1
;4076836;IT0000072618;20200323;10952492;1
;BZ57390;NL0011821202;20200323;3272439;1
;216238;GB0002162385;20200323;6945236;1
;6574071;HK0008011667;20200323;20557363;1
;6091280;AU000000BEN6;20200323;4833882;1
;BNG8PQ9;NL0010773842;20200323;683908;1
;5756030;DE0005190037;20200323;351435;1
;6568353;BMG668971101;20200323;9604884;1
;5966516;FR0000130809;20200323;987087;1
;B00D9P6;BE0003810273;20200323;671173;1
;6474535;JP3726800000;20200323;814962;1
;5705946;ES0113900J37;20200323;6092579;1
;4588825;DK0010274414;20200323;1412697;1
;B05NXN7;KYG9828G1082;20200323;12920768;1
;6586537;BMG988031446;20200323;7610118;1
;6486314;BMG524401079;20200323;5952884;1
;B012899;SG1P66918738;20200323;11811628;1
;B15C557;FR0000120271;20200323;465423;1
;790873;GB0007908733;20200323;1062285;1
;B02PY22;SG1T75931496;20200323;8250411;1
;B1FF8P7;JP3142500002;20200323;592089;1
;6585084;AU000000SUN6;20200323;2848922;1
;6624608;AU000000NAB4;20200323;1595997;1
;925288;GB0009252882;20200323;798561;1
;6810429;HK0083000502;20200323;11870206;1
;2615468;US3453708600;20200323;3099669;1
;BYR0914;US96145D1054;20200323;487174;1
;6065586;AU000000ANZ3;20200323;1474413;1
;7251470;IT0003153415;20200323;2977084;1
;6633767;HK0017000149;20200323;11950756;1
;4617859;DE0005552004;20200323;503947;1
;4813345;SE0000148884;20200323;1899474;1
;6175203;SG1L01001701;20200323;978285;1
;B1G1854;JP3711200000;20200323;630115;1
;2170525;CA1360691010;20200323;230129;1
;6435327;HK0006000050;20200323;1951433;1
;6916781;SG1M31001969;20200323;847815;1
;4056719;IT0000062072;20200323;860890;1
;6420129;SG1M51904654;20200323;9080821;1
;B3SPXZ3;NL0009434992;20200323;245336;1
;2465254;US4601461035;20200323;372711;1
;2831811;US00206R1023;20200323;362497;1
;6152529;NZCENE0001S6;20200323;3560065;1
;B1LB9P6;FR0010411983;20200323;462969;1
;B58JVZ5;IE00B58JVZ52;20200323;234041;1
;5579550;FI0009007132;20200323;721112;1
;2819118;US7443201022;20200323;242160;1
;5543986;FR0000120222;20200323;1295908;1
;2801836;CA82028K2002;20200323;759685;1
;2076281;CA0641491075;20200323;289252;1
;B04PZ72;SG1Q52922370;20200323;12204611;1
;2697701;CA7392391016;20200323;765435;1
;2523044;PA1436583006;20200323;767862;1
;B0PB4M7;HK0823032773;20200323;1105915;1
;7309681;FR0000131104;20200323;332058;1
;2649100;US9497461015;20200323;353073;1
;5983816;CH0011075394;20200323;32009;1
;2005973;US4592001014;20200323;93128;1
;6242260;SG1B51001017;20200323;745433;1
;2350684;US3546131018;20200323;569480;1
;5231485;DE0008404005;20200323;61399;1
;2090571;US92343V1044;20200323;170605;1
;B545MG5;CH0126881561;20200323;151139;1
;2076009;CA0636711016;20200323;219613;1
;2041364;US91913Y1001;20200323;258848;1
;6097017;HK0002007356;20200323;998010;1
;2684703;US7170811035;20200323;291314;1
;B1VQ5C0;SG1U68934629;20200323;2372720;1
;2440637;US15189T1079;20200323;651647;1
;2492519;CA56501R1064;20200323;880801;1
;2754383;CA7800871021;20200323;157363;1
;2212870;US2003401070;20200323;284332;1
;2803014;US74251V1026;20200323;313230;1
;2680905;US69351T1060;20200323;399441;1
;B665KZ5;US37045V1008;20200323;415909;1
;2367026;US3703341046;20200323;153849;1
;B70DWB2;AU000000SYD9;20200323;2532370;1
;BQRX1X3;US1746101054;20200323;445422;1
;7745638;FR0000064578;20200323;129249;1
;B1F76F9;US9598021098;20200323;373726;1
;B3K3L40;US56585A1025;20200323;411014;1
;2933632;US9290421091;20200323;222092;1
;2077303;CA6330671034;20200323;247367;1
;2829601;US8425871071;20200323;151382;1
;B7VD3F2;US26441C2044;20200323;98495;1
;6563875;SG1M77906915;20200323;4023127;1
;2566124;CA8667961053;20200323;250818;1
;2707677;US7445731067;20200323;164747;1
;2280220;US2333311072;20200323;76495;1
;2169051;CA7751092007;20200323;179164;1
;2216850;US2091151041;20200323;89096;1
;BYX4D52;US40434L1052;20200323;372299;1
;6850856;AU000000SGP0;20200323;4430979;1
;6086253;AU000000FMG4;20210322;2030386;1
;6173508;AU000000HVN7;20210322;5603383;1
;925288;GB0009252882;20210322;1224887;1
;6435327;HK0006000050;20210322;3616297;1
;6702623;AU000000JBH7;20210322;532209;1
;560399;GB0005603997;20210322;5412246;1
;790873;GB0007908733;20210322;1003666;1
;B06QFB7;GB00B06QFB75;20210322;1493167;1
;6474535;JP3726800000;20210322;930562;1
;5176177;FR0000133308;20210322;1415051;1
;B00D9P6;BE0003810273;20210322;811017;1
;BNG8PQ9;NL0010773842;20210322;344172;1
;6152529;NZCENE0001S6;20210322;3386088;1
;BM94GQ4;HK0000608585;20210322;3177760;1
;B04PZ72;SG1Q52922370;20210322;14036068;1
;BYT8143;JP3752900005;20210322;1553163;1
;2680905;US69351T1060;20210322;521617;1
;6414401;JP3768600003;20210322;996468;1
;6810429;HK0083000502;20210322;10274625;1
;2697701;CA7392391016;20210322;541337;1
;B02PY22;SG1T75931496;20210322;8161660;1
;7251470;IT0003153415;20210322;2549854;1
;7634402;IT0003497176;20210322;25290317;1
;6563024;JP3890350006;20210322;352373;1
;6563875;SG1M77906915;20210322;5998395;1
;6420129;SG1M51904654;20210322;8374744;1
;BH0VTS2;JP3117700009;20210322;5154337;1
;6097017;HK0002007356;20210322;1385094;1
;6421553;JP3500610005;20210322;2941666;1
;6591014;JP3885780001;20210322;832566;1
;B3X0F91;AU000000EVN4;20210322;3893051;1
;B86S2N0;BE0974264930;20210322;215429;1
;2005973;US4592001014;20210322;96557;1
;BYYN701;IT0003796171;20210322;1004284;1
;6335171;JP3902900004;20210322;2088381;1
;7110753;CH0012214059;20210322;218538;1
;B1FSSM3;KYG6382M1096;20210322;8471040;1
;5579550;FI0009007132;20210322;458795;1
;B1VP947;DE000A0LD2U1;20210322;730608;1
;2170525;CA1360691010;20210322;121081;1
;B97C733;SE0005190238;20210322;918698;1
;6596785;JP3898400001;20210322;393006;1
;6268976;JP3499800005;20210322;1831820;1
;7745638;FR0000064578;20210322;138714;1
;B05NXN7;KYG9828G1082;20210322;3523680;1
;2076281;CA0641491075;20210322;184229;1
;5983816;CH0011075394;20210322;26499;1
;B8K9X70;LU0775917882;20210322;440557;1
;5756030;DE0005190037;20210322;143258;1
;5735631;DE0008303504;20210322;383085;1
;5231485;DE0008404005;20210322;44254;1
;2216850;US2091151041;20210322;151445;1
;6585084;AU000000SUN6;20210322;1411127;1
;2684703;US7170811035;20210322;300511;1
;2492519;CA56501R1064;20210322;490863;1
;6175203;SG1L01001701;20210322;494937;1
;4651459;AT0000743059;20210322;204913;1
;B7VD3F2;US26441C2044;20210322;111356;1
;2090571;US92343V1044;20210322;183098;1
;2317087;US29364G1031;20210322;105004;1
;2829601;US8425871071;20210322;170491;1
;6916781;SG1M31001969;20210322;534903;1
;2897222;CA8911605092;20210322;152013;1
;2076009;CA0636711016;20210322;112058;1
;6091280;AU000000BEN6;20210322;1293804;1
;7437805;CH0014852781;20210322;19826;1
;7101069;DE000PAH0038;20210322;85677;1
;4380429;FR0000130577;20210322;158572;1
;2754383;CA7800871021;20210322;103440;1
;B5ZQ9D3;DE000EVNK013;20210322;271198;1
;2465254;US4601461035;20210322;171505;1
;2169051;CA7751092007;20210322;185446;1
;2175672;US14149Y1082;20210322;151610;1
;B3SPXZ3;NL0009434992;20210322;83315;1
;2367026;US3703341046;20210322;142855;1
;2077303;CA6330671034;20210322;123537;1
;2707677;US7445731067;20210322;149459;1
;B07G378;FI0009005318;20210322;244108;1
;2803014;US74251V1026;20210322;145094;1
;2566124;CA8667961053;20210322;167741;1
;2138158;US8168511090;20210322;66940;1
;2445966;US4461501045;20210322;536675;1
;2280220;US2333311072;20210322;65573;1
;B58JVZ5;IE00B58JVZ52;20210322;106085;1
;BNBRDD4;US31620R3030;20210322;205453;1
;BQRX1X3;US1746101054;20210322;180185;1
;6624608;AU000000NAB4;20210322;383937;1
;2490911;US4932671088;20210322;389940;1
;2736035;US9029733048;20210322;141031;1
;2951452;US8326964058;20210322;59856;1
;2215460;US2058871029;20210322;198896;1
;4056719;IT0000062072;20210322;379600;1
;2023607;US0311621009;20210322;30319;1
;2522096;US5398301094;20210322;20757;1
;BRJL176;CH0244767585;20210322;448552;1
;2573209;US59156R1086;20210322;119200;1
;4617859;DE0005552004;20210322;128813;1
;BKP7287;US89832Q1094;20210322;120122;1
;2336747;US3167731005;20210322;183414;1
;BYX4D52;US40434L1052;20210322;197496;1
;6086253;AU000000FMG4;20220321;3070339;1
;718875;GB0007188757;20220321;347196;1
;4253059;DK0010244425;20220321;7845;1
;6220103;AU000000RIO1;20220321;283852;1
;6597584;JP3362700001;20220321;235203;1
;B05NXN7;KYG9828G1082;20220321;6992541;1
;560399;GB0005603997;20220321;4809069;1
;B01FLQ6;ES0167050915;20220321;646841;1
;6173508;AU000000HVN7;20220321;4215921;1
;BM94GQ4;HK0000608585;20220321;4277056;1
;6543792;JP3386030005;20220321;1146314;1
;6585084;AU000000SUN6;20220321;1902452;1
;7262610;FR0000045072;20220321;1278621;1
;B0NJJ17;FR0010242511;20220321;1541180;1
;BD9PNF2;NL0011872643;20220321;322223;1
;6810429;HK0083000502;20220321;8105708;1
;6420538;HK0012000102;20220321;3407915;1
;B06QFB7;GB00B06QFB75;20220321;1404393;1
;6091280;AU000000BEN6;20220321;1961830;1
;6859927;HK0016000132;20220321;1182290;1
;5529027;DE0007100000;20220321;202501;1
;7309681;FR0000131104;20220321;242294;1
;6435327;HK0006000050;20220321;2181544;1
;B04PZ72;SG1Q52922370;20220321;11005670;1
;925288;GB0009252882;20220321;646851;1
;B07G378;FI0009005318;20220321;765658;1
;6702623;AU000000JBH7;20220321;366062;1
;6642569;JP3381000003;20220321;744377;1
;6474535;JP3726800000;20220321;788089;1
;BNG8PQ9;NL0010773842;20220321;272570;1
;6420129;SG1M51904654;20220321;7825843;1
;BDT88L2;FR0013269123;20220321;416685;1
;7110753;CH0012214059;20220321;256763;1
;6251448;JP3502200003;20220321;2125391;1
;B1LB9P6;FR0010411983;20220321;406242;1
;B86S2N0;BE0974264930;20220321;246871;1
;5176177;FR0000133308;20220321;1050984;1
;790873;GB0007908733;20220321;551476;1
;B00D9P6;BE0003810273;20220321;632161;1
;4056719;IT0000062072;20220321;572313;1
;6624608;AU000000NAB4;20220321;499697;1
;6591014;JP3885780001;20220321;810563;1
;6916781;SG1M31001969;20220321;457132;1
;BYT8143;JP3752900005;20220321;1323430;1
;5579550;FI0009007132;20220321;541872;1
;5231485;DE0008404005;20220321;45032;1
;6563024;JP3890350006;20220321;306745;1
;7745638;FR0000064578;20220321;129598;1
;2492519;CA56501R1064;20220321;495415;1
;BYYN701;IT0003796171;20220321;870225;1
;2005973;US4592001014;20220321;75754;1
;6414401;JP3768600003;20220321;775987;1
;5983816;CH0011075394;20220321;19939;1
;6175203;SG1L01001701;20220321;368267;1
;6152529;NZCENE0001S6;20220321;1761019;1
;7251470;IT0003153415;20220321;1759178;1
;B97C733;SE0005190238;20220321;684665;1
;6097017;HK0002007356;20220321;973456;1
;2697701;CA7392391016;20220321;293127;1
;2369174;US3755581036;20220321;146839;1
;B3SPXZ3;NL0009434992;20220321;81995;1
;B5ZQ9D3;DE000EVNK013;20220321;297998;1
;2076281;CA0641491075;20220321;113897;1
;2819118;US7443201022;20220321;71243;1
;2090571;US92343V1044;20220321;157642;1
;2465254;US4601461035;20220321;177843;1
;2566124;CA8667961053;20220321;142111;1
;2170525;CA1360691010;20220321;60733;1
;2162340;US1270971039;20220321;309298;1
;2076009;CA0636711016;20220321;60391;1
;2445966;US4461501045;20220321;481028;1
;2829601;US8425871071;20220321;104511;1
;BTN1Y44;US9314271084;20220321;151661;1
;5735631;DE0008303504;20220321;306287;1
;B02PY11;SG1T75931496;20220321;3651153;1
;2897222;CA8911605092;20220321;85266;1
;2175672;US14149Y1082;20220321;120267;1
;BNBRDD4;US31620R3030;20220321;138961;1
;B7VD3F2;US26441C2044;20220321;65007;1
;2317087;US29364G1031;20220321;61970;1
;2803014;US74251V1026;20220321;97244;1
;2754383;CA7800871021;20220321;59640;1
;2077303;CA6330671034;20220321;84156;1
;2684703;US7170811035;20220321;121880;1
;2215460;US2058871029;20220321;205030;1
;2216850;US2091151041;20220321;72442;1
;6563875;SG1M77906915;20220321;2992256;1
;2023607;US0311621009;20220321;26559;1
;2736035;US9029733048;20220321;108041;1
;2169051;CA7751092007;20220321;107220;1
;2138158;US8168511090;20220321;35979;1
;2490911;US4932671088;20220321;238391;1
;BKP7287;US89832Q1094;20220321;94165;1
;BQRX1X3;US1746101054;20220321;110731;1
;2573209;US59156R1086;20220321;77790;1
;BYX4D52;US40434L1052;20220321;141632;1
;2367026;US3703341046;20220321;84347;1
;2951452;US8326964058;20220321;40185;1
;2280220;US2333311072;20220321;40234;1
;BKVD2N4;IE00BKVD2N49;20220321;53820;1
;B61X7R5;KYG8187G1055;20230320;21118426;1
;B01RQM3;BMG684371393;20230320;59916344;1
;B84LB45;AU000000YAL0;20230320;8707979;1
;6597584;JP3362700001;20230320;1025808;1
;6643960;JP3753000003;20230320;943180;1
;4253059;DK0010244425;20230320;8753;1
;6086253;AU000000FMG4;20230320;1368150;1
;BM94GQ4;HK0000608585;20230320;7092822;1
;6702623;AU000000JBH7;20230320;632519;1
;6173508;AU000000HVN7;20230320;6796107;1
;7751259;NO0010208051;20230320;394171;1
;878230;GB0008782301;20230320;11379479;1
;B4T3BW6;JE00B4T3BW64;20230320;2843085;1
;718875;GB0007188757;20230320;229710;1
;6435327;HK0006000050;20230320;2716105;1
;BF0CK44;LU1673108939;20230320;7141701;1
;560399;GB0005603997;20230320;5095972;1
;2162340;US1270971039;20230320;609846;1
;5271782;ES0130670112;20230320;683002;1
;6420538;HK0012000102;20230320;3988005;1
;B04PZ72;SG1Q52922370;20230320;12002145;1
;6220103;AU000000RIO1;20230320;165733;1
;B01FLQ6;ES0167050915;20230320;412168;1
;6810429;HK0083000502;20230320;9698875;1
;766807;GB0007668071;20230320;807572;1
;BNG8PQ9;NL0010773842;20230320;336686;1
;6097017;HK0002007356;20230320;1661753;1
;6420129;SG1M51904654;20230320;8452871;1
;6474535;JP3726800000;20230320;576506;1
;6091280;AU000000BEN6;20230320;1987578;1
;790873;GB0007908733;20230320;543138;1
;B97C733;SE0005190238;20230320;1165982;1
;2480677;US25179M1036;20230320;233972;1
;BDT88L2;FR0013269123;20230320;419333;1
;4177988;BE0003593044;20230320;124665;1
;7262610;FR0000045072;20230320;1008744;1
;5529027;DE0007100000;20230320;145706;1
;6563875;SG1M77906915;20230320;5203953;1
;B06QFB7;GB00B06QFB75;20230320;1257397;1
;5176177;FR0000133308;20230320;927774;1
;2090571;US92343V1044;20230320;281420;1
;2685717;US20825C1045;20230320;108695;1
;6624608;AU000000NAB4;20230320;556172;1
;5756030;DE0005190037;20230320;106589;1
;BD9PNF2;NL0011872643;20230320;252949;1
;6859927;HK0016000132;20230320;754282;1
;7251470;IT0003153415;20230320;1957325;1
;7745638;FR0000064578;20230320;164164;1
;2076281;CA0641491075;20230320;204730;1
;B86S2N0;BE0974264930;20230320;234971;1
;6642569;JP3381000003;20230320;428665;1
;6916781;SG1M31001969;20230320;454591;1
;6152529;NZCENE0001S6;20230320;1888181;1
;6175203;SG1L01001701;20230320;387075;1
;7110753;CH0012214059;20230320;149540;1
;BYYN701;IT0003796171;20230320;908767;1
;B5ZQ9D3;DE000EVNK013;20230320;436222;1
;B02PY11;SG1T75931496;20230320;4900521;1
;B7Y8YR3;US25278X1090;20230320;69661;1
;B05NXN7;KYG9828G1082;20230320;5065590;1
;2170525;CA1360691010;20230320;208923;1
;6414401;JP3768600003;20230320;749512;1
;2595708;US88579Y1010;20230320;80721;1
;2697701;CA7392391016;20230320;331482;1
;2492519;CA56501R1064;20230320;461602;1
;7309681;FR0000131104;20230320;145934;1
;2005973;US4592001014;20230320;61882;1
;6585084;AU000000SUN6;20230320;990085;1
;5231485;DE0008404005;20230320;35074;1
;2465254;US4601461035;20230320;214795;1
;6543792;JP3386030005;20230320;611135;1
;B3SPXZ3;NL0009434992;20230320;83200;1
;5983816;CH0011075394;20230320;16017;1
;2829601;US8425871071;20230320;102203;1
;2076009;CA0636711016;20230320;79539;1
;2566124;CA8667961053;20230320;150552;1
;B7VD3F2;US26441C2044;20230320;69231;1
;BKTNTR9;US92556H2067;20230320;328609;1
;2317087;US29364G1031;20230320;61866;1
;BKVD2N4;IE00BKVD2N49;20230320;104877;1
;2094670;US0865161014;20230320;81998;1
;2684703;US7170811035;20230320;156684;1
;BNBRDD4;US31620R3030;20230320;189644;1
;2897222;CA8911605092;20230320;111340;1
;B78C4Y8;US7185461040;20230320;61929;1
;2216850;US2091151041;20230320;60753;1
;2754383;CA7800871021;20230320;62525;1
;2023607;US0311621009;20230320;24914;1
;2369174;US3755581036;20230320;72170;1
;2215460;US2058871029;20230320;158066;1
;2077303;CA6330671034;20230320;80851;1
;BYX4D52;US40434L1052;20230320;195061;1
;BQRX1X3;US1746101054;20230320;172112;1
;2169051;CA7751092007;20230320;113245;1
;BKP7287;US89832Q1094;20230320;162807;1
;2736035;US9029733048;20230320;145449;1
;2490911;US4932671088;20230320;426707;1
;2138158;US8168511090;20230320;32888;1
;2445966;US4461501045;20230320;450492;1
;2803014;US74251V1026;20230320;55404;1
;B61X7R5;KYG8187G1055;20240318;16478150;1
;B84LB45;AU000000YAL0;20240318;6402754;1
;6681960;AU000000NHC7;20240318;6654213;1
;BYQP136;NL0011540547;20240318;1191661;1
;B05NXN7;KYG9828G1082;20240318;16080113;1
;560399;GB0005603997;20240318;5845265;1
;6420538;HK0012000102;20240318;6401474;1
;540528;GB0005405286;20240318;2343377;1
;BZ57390;NL0011821202;20240318;1145173;1
;6086253;AU000000FMG4;20240318;1050286;1
;5810066;PLPKN0000018;20240318;1024838;1
;BMGT167;AU0000224040;20240318;812702;1
;B1L95G3;NO0010345853;20240318;625123;1
;878230;GB0008782301;20240318;8777785;1
;BLLHKZ1;KYG960071028;20240318;23215842;1
;BM8PJY7;GB00BM8PJY71;20240318;5008425;1
;B06QFB7;GB00B06QFB75;20240318;1625134;1
;BNG8PQ9;NL0010773842;20240318;335547;1
;718875;GB0007188757;20240318;238325;1
;7309681;FR0000131104;20240318;220208;1
;BYZQ077;KYG2177B1014;20240318;3112451;1
;BDT88L2;FR0013269123;20240318;391176;1
;6091280;AU000000BEN6;20240318;2208043;1
;6916781;SG1M31001969;20240318;647006;1
;5756030;DE0005190037;20240318;128516;1
;B06JSP1;DK0010311471;20240318;242344;1
;B86S2N0;BE0974264930;20240318;310645;1
;6175203;SG1L01001701;20240318;513372;1
;6435327;HK0006000050;20240318;2235523;1
;BD9PNF2;NL0011872643;20240318;279714;1
;6859927;HK0016000132;20240318;1319483;1
;BYYN701;IT0003796171;20240318;983585;1
;B54C017;DE000KSAG888;20240318;885708;1
;BM94GQ4;HK0000608585;20240318;10368087;1
;B97C733;SE0005190238;20240318;1476283;1
;5529027;DE0007100000;20240318;151061;1
;6420129;SG1M51904654;20240318;8334406;1
;7262610;FR0000045072;20240318;820796;1
;5176177;FR0000133308;20240318;1000250;1
;6220103;AU000000RIO1;20240318;149272;1
;5497168;DE0007664039;20240318;91131;1
;6624608;AU000000NAB4;20240318;490262;1
;2076281;CA0641491075;20240318;217680;1
;2090571;US92343V1044;20240318;265511;1
;B02PY11;SG1T75931496;20240318;5675440;1
;6097017;HK0002007356;20240318;1284555;1
;5271782;ES0130670112;20240318;592397;1
;7251470;IT0003153415;20240318;2226945;1
;2684703;US7170811035;20240318;372833;1
;6702623;AU000000JBH7;20240318;257361;1
;6563875;SG1M77906915;20240318;5128603;1
;6173508;AU000000HVN7;20240318;3105191;1
;6474535;JP3726800000;20240318;365541;1
;2170525;CA1360691010;20240318;192044;1
;5231485;DE0008404005;20240318;32232;1
;6585084;AU000000SUN6;20240318;885567;1
;7110753;CH0012214059;20240318;102957;1
;6152529;NZCENE0001S6;20240318;1058549;1
;2480677;US25179M1036;20240318;188997;1
;2490911;US4932671088;20240318;606137;1
;2697701;CA7392391016;20240318;303419;1
;4253059;DK0010244425;20240318;6680;1
;2492519;CA56501R1064;20240318;351222;1
;BQRX1X3;US1746101054;20240318;249375;1
;2076009;CA0636711016;20240318;88759;1
;6414401;JP3768600003;20240318;663660;1
;2897222;CA8911605092;20240318;139603;1
;5983816;CH0011075394;20240318;14893;1
;2465254;US4601461035;20240318;230257;1
;2215460;US2058871029;20240318;283199;1
;B01R311;US7591EP1005;20240318;416213;1
;6642569;JP3381000003;20240318;327818;1
;B3SPXZ3;NL0009434992;20240318;79514;1
;6543792;JP3386030005;20240318;469742;1
;2690830;US7237871071;20240318;30430;1
;2615468;US3453708600;20240318;613711;1
;B7Y8YR3;US25278X1090;20240318;38428;1
;2566124;CA8667961053;20240318;133004;1
;6597584;JP3362700001;20240318;224117;1
;2736035;US9029733048;20240318;170190;1
;2445966;US4461501045;20240318;554906;1
;2094670;US0865161014;20240318;92316;1
;B7VD3F2;US26441C2044;20240318;74622;1
;2754383;CA7800871021;20240318;71370;1
;2317087;US29364G1031;20240318;68331;1
;2077303;CA6330671034;20240318;84573;1
;2369174;US3755581036;20240318;91577;1
;2829601;US8425871071;20240318;94939;1
;2336747;US3167731005;20240318;176957;1
;2685717;US20825C1045;20240318;52023;1
;BYX4D52;US40434L1052;20240318;201067;1
;2216850;US2091151041;20240318;66838;1
;BNBRDD4;US31620R3030;20240318;116549;1
;2138158;US8168511090;20240318;78569;1
;2005973;US4592001014;20240318;28832;1
;2169051;CA7751092007;20240318;127041;1
;2803014;US74251V1026;20240318;64713;1
;2162340;US1270971039;20240318;196682;1
;2023607;US0311621009;20240318;19021;1
;B78C4Y8;US7185461040;20240318;31190;1
