,Date,Index_Symbol,Index_Name,Index_Type,Index_Currency,Index_Close,Index_Component_Count,Index_Mcap_Units,Index_Divisor,Internal_Number,ISIN,SEDOL,RIC,CUSIP,Instrument_Name,Country,Currency,Exchange,ICB,Shares,Free_Float,Capfactor,Weightfactor,Close_unadjusted_local,FX_local_to_Index_Currency,Mcap_Units_local,Mcap_Units_Index_Currency,Weight,Cutoff,ADTV_3M_EUR,ADTV_Cap_Screen,Liquidity_Test,New_Weight,New_Weight_Sum,New_Mcap,New_Weightfactor
50,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,499187,CH0011075394,5983816,ZURN.S,,ZURICH INSURANCE GROUP,CH,CHF,SIX Swiss Exchange,8532,,,1,32014,339.0,0.8817176,10852746,9569057,0.0094352,2019-02-28,111227002.5,278067506.25,PASS,0.00948552779819779,1.0,9620139.503245575,31735
51,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,663376,HK0017000149,6633767,0017.HK,,New World Development Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,6646265,12.8,0.1123608,85072192,9558779,0.009425,2019-02-28,18409650.87,46024127.175,PASS,0.009475273390920613,1.0,9609739.57288553,6588203
52,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,774563,FR0000064578,7745638,FDR.PA,,COVIVIO,FR,EUR,EURONEXT (FR),8671,,,1,100915,94.2,1.0,9506193,9506193,0.0093732,2019-02-28,12285474.52,30713686.3,PASS,0.009423197087297304,1.0,9556924.240272747,100034
53,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,217052,CA1360691010,2170525,CM.TO,,Canadian Imperial Bank of Comm,CA,CAD,Toronto Stock Exchange,8355,,,1,124619,113.69,0.6610697,14167934,9365992,0.0092349,2019-02-28,109858912.2,274647280.5,PASS,0.009284159388627351,1.0,9415913.419802716,123530
54,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,656835,BMG668971101,6568353,0659.HK,,NWS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,2357,,,1,4777573,17.3,0.1123608,82652013,9286846,0.0091569,2019-02-28,7860810.633,19652026.582,PASS,0.009205743332978352,1.0,9336384.540578835,4735850
55,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,478165,CH0126881561,B545MG5,SRENH.S,,SWISS REINSURANCE COMPANY,CH,CHF,SIX Swiss Exchange,8538,,,1,105011,99.82,0.8817176,10482198,9242338,0.009113,2019-02-28,88477999.36,221194998.4,PASS,0.009161609168324621,1.0,9291624.055990009,104094
56,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,654362,AU000000SYD9,B70DWB2,SYD.AX,,SYDNEY AIRPORT,AU,AUD,ASX,2777,,,1,1969614,7.46,0.6261938,14693320,9200866,0.0090721,2019-02-28,24780713.22,61951783.05,PASS,0.009120491005811235,1.0,9249922.374448257,1952408
57,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,490541,FR0000120271,B15C557,TOTF.PA,,TOTAL,FR,EUR,EURONEXT (FR),537,,,1,173243,52.27,1.0,9055412,9055412,0.008928700000000001,2019-02-28,298689012.3,746722530.75,PASS,0.008976326103502694,1.0,9103711.5887982,171730
58,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,681042,HK0083000502,6810429,0083.HK,,Sino Land Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,5438868,14.66,0.1123608,79733805,8958954,0.0088336,2019-02-28,8218657.665,20546644.162,PASS,0.008880718835653723,1.0,9006747.532206008,5391372
59,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PPL,US69351T1060,2680905,PPL.N,,PPL Corp.,US,USD,New York Stock Exchange,7535,,,1,310074,32.72,0.8820287,10145621,8948729,0.0088235,2019-02-28,140228781.3,350571953.25,PASS,0.008870564961781223,1.0,8996449.56194753,307366
60,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,BNS,CA0641491075,2076281,BNS.TO,,Bank of Nova Scotia,CA,CAD,Toronto Stock Exchange,8355,,,1,183438,73.7,0.6610697,13519381,8937253,0.0088122,2019-02-28,132468988.5,331172471.25,PASS,0.008859204687052586,1.0,8984928.070470223,181836
61,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,681182,SG1P66918738,B012899,SPRM.SI,,Singapore Press Holdings Ltd.,SG,SGD,Singapore Exchange,5557,,,1,5552899,2.45,0.6524436,13604603,8876236,0.008752,2019-02-28,6000010.388,15000025.97,PASS,0.008798683577436309,1.0,8923548.08932564,5504383
62,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,274642,CA56501R1064,2492519,MFC.TO,,Manulife Financial Corp.,CA,CAD,Toronto Stock Exchange,8575,,,1,564366,23.31,0.6610697,13155371,8696617,0.0085749,2019-02-28,70331365.28,175828413.2,PASS,0.008620638917751212,1.0,8742976.749446806,559435
63,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,624226,SG1B51001017,6242260,JCYC.SI,,Jardine Cycle & Carriage Ltd.,SG,SGD,Singapore Exchange,5379,,,1,396178,33.2,0.6524436,13153110,8581662,0.0084616,2019-02-28,8883438.796,22208596.99,PASS,0.008506734570250807,1.0,8627455.954369038,392719
64,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,401632,DE0008404005,5231485,ALVG.DE,,ALLIANZ,DE,EUR,XETRA (DE),8532,,,1,42345,200.2,1.0,8477469,8477469,0.0083588,2019-02-28,210858380.3,527145950.75,PASS,0.008403386230241615,1.0,8522640.969956027,41975
65,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,SO,US8425871071,2829601,SO.N,,Southern Co.,US,USD,New York Stock Exchange,7535,,,1,185439,51.78,0.8820287,9602031,8469267,0.0083508,2019-02-28,221059144.8,552647862.0,PASS,0.00839534355786736,1.0,8514484.161830503,183820
66,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,461075,DE0008430026,5294121,MUVGn.DE,,MUENCHENER RUECK,DE,EUR,XETRA (DE),8538,,,1,38889,216.6,1.0,8423357,8423357,0.0083055,2019-02-28,109899552.6,274748881.5,PASS,0.008349801925548133,1.0,8468296.23581971,38549
67,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,RKT,US96145D1054,BYR0914,WRK.N,,WESTROCK,US,USD,New York Stock Exchange,2723,,,1,245371,38.28,0.8820287,9392802,8284721,0.0081688,2019-02-28,92122465.52,230306163.8,PASS,0.00821237276135303,1.0,8328916.776974782,243228
68,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,SCL.B,CA82028K2002,2801836,SJRb.TO,,Shaw Communications Inc. Cl B,CA,CAD,Toronto Stock Exchange,5553,,,1,446265,27.91,0.6610697,12455256,8233792,0.0081186,2019-02-28,24337187.56,60842968.9,PASS,0.008161904992204573,1.0,8277732.805987106,442369
69,2019-03-18,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,OXY,US6745991058,2655408,OXY.N,,Occidental Petroleum Corp.,US,USD,New York Stock Exchange,533,,,1,139084,67.01,0.8820287,9320019,8220524,0.0081055,2019-02-28,274395278.7,685988196.75,PASS,0.008148735116191727,1.0,8264376.0326815555,137869
