,Date,Index_Symbol,Index_Name,Index_Type,Index_Currency,Index_Close,Index_Component_Count,Index_Mcap_Units,Index_Divisor,Internal_Number,ISIN,SEDOL,RIC,CUSIP,Instrument_Name,Country,Currency,Exchange,ICB,Shares,Free_Float,Capfactor,Weightfactor,Close_unadjusted_local,FX_local_to_Index_Currency,Mcap_Units_local,Mcap_Units_Index_Currency,Weight,Cutoff,ADTV_3M_EUR,ADTV_Cap_Screen,Liquidity_Test,New_Weight,New_Weight_Sum,New_Weightfactor
193,2016-03-21,SDGP,STXG18SD100  P,Price,EUR,2600.04,100.0,1025960604.0,394594.0,MRK,US58933Y1055,2778844,MRK.N,,Merck & Co. Inc.,US,USD,New York Stock Exchange,4577.0,,,1.0,127914.0,52.8,0.8881389,6753859.0,5998365.0,0.0058465999999999995,2016-02-29,554706034.19,1386765085.475,PASS,0.005959421884276907,1.0,127084
194,2016-03-21,SDGP,STXG18SD100  P,Price,EUR,2600.04,100.0,1025960604.0,394594.0,INTC,US4581401001,2463247,INTC.OQ,,Intel Corp.,US,USD,NASDAQ,9576.0,,,1.0,208213.0,32.34,0.8881389,6733608.0,5980380.0,0.0058291,2016-02-29,739262732.32,1848156830.8,PASS,0.005941584186644977,1.0,206862
195,2016-03-21,SDGP,STXG18SD100  P,Price,EUR,2600.04,100.0,1025960604.0,394594.0,SCG,US80589M1027,2545844,SCG.N,,Scana Corp.,US,USD,New York Stock Exchange,7575.0,,,1.0,98073.0,68.24,0.8881389,6692502.0,5943871.0,0.0057935,2016-02-29,57116371.35,142790928.375,PASS,0.005905297213176592,1.0,97437
196,2016-03-21,SDGP,STXG18SD100  P,Price,EUR,2600.04,100.0,1025960604.0,394594.0,MO,US02209S1033,2692632,MO.N,,Altria Group Inc.,US,USD,New York Stock Exchange,3785.0,,,1.0,107858.0,61.72,0.8881389,6656996.0,5912337.0,0.005762699999999999,2016-02-29,339782795.12,849456987.8,PASS,0.005873902865344393,1.0,107157
197,2016-03-21,SDGP,STXG18SD100  P,Price,EUR,2600.04,100.0,1025960604.0,394594.0,DTE,US2333311072,2280220,DTE.N,,DTE Energy Co.,US,USD,New York Stock Exchange,7535.0,,,1.0,73027.0,88.91,0.8881389,6492831.0,5766535.0,0.0056206,2016-02-29,93938515.33,234846288.325,PASS,0.005729060760573117,1.0,72552
198,2016-03-21,SDGP,STXG18SD100  P,Price,EUR,2600.04,100.0,1025960604.0,394594.0,RJR,US7617131062,2429090,RAI.N,,Reynolds American Inc.,US,USD,New York Stock Exchange,3785.0,,,1.0,118833.0,50.74,0.8881389,6029586.0,5355110.0,0.0052196,2016-02-29,226113683.23,565284208.075,PASS,0.00532032266055002,1.0,118061
199,2016-03-21,SDGP,STXG18SD100  P,Price,EUR,2600.04,100.0,1025960604.0,394594.0,DRI,US2371941053,2289874,DRI.N,,Darden Restaurants Inc.,US,USD,New York Stock Exchange,5757.0,,,1.0,86355.0,67.22,0.8881389,5804783.0,5155454.0,0.005024999999999999,2016-02-29,114119517.04,285298792.6,PASS,0.00512196746288295,1.0,85794
200,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,618107,BMG5485F1692,6286257,0494.HK,,Li & Fung Ltd.,HK,HKD,Hong Kong Stock Exchange,3763.0,,,1.0,46655395.0,3.83,0.1197576,178690163.0,21399505.0,0.0212789,2017-02-28,14604062.12,36510155.3,PASS,0.021444391086335255,1.0,46753256
201,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,080341,GB00B03MM408,B03MM40,RDSb.L,,ROYAL DUTCH SHELL B,GB,GBP,LSE,537.0,,,1.0,757917.0,22.165,1.1497558,16799230.0,19315012.0,0.0192062,2017-02-28,136482213.91,341205534.775,PASS,0.01935557120351015,1.0,759509
202,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,608545,AU000000TLS2,6087289,TLS.AX,,Telstra Corp. Ltd.,AU,AUD,ASX,6535.0,,,1.0,5347912.0,4.66,0.7191142,24921270.0,17921239.0,0.0178203,2017-02-28,89726484.4,224316211.0,PASS,0.017958892728281075,1.0,5359148
203,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,616400,HK0008011667,6574071,0008.HK,,PCCW,HK,HKD,Hong Kong Stock Exchange,6535.0,,,1.0,28810777.0,4.9,0.1197576,141172807.0,16906515.0,0.0168112,2017-02-28,8515622.31,21289055.775,PASS,0.01694194471662535,1.0,28871151
204,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,662460,AU000000NAB4,6624608,NAB.AX,,National Australia Bank Ltd.,AU,AUD,ASX,8355.0,,,1.0,725251.0,32.24,0.7191142,23382092.0,16814395.0,0.016719599999999998,2017-02-28,99489733.67,248724334.175,PASS,0.016849632321552847,1.0,726771
205,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,016419,GB00B7KR2P84,B7KR2P8,EZJ.L,,EASYJET,GB,GBP,LSE,5751.0,,,1.0,1379982.0,10.15,1.1497558,14006817.0,16104419.0,0.0160137,2017-02-28,34969606.35,87424015.875,PASS,0.01613824236869607,1.0,1382880
206,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,079087,GB0007908733,0790873,SSE.L,,SCOTTISH & SOUTHERN ENERGY,GB,GBP,LSE,7535.0,,,1.0,909953.0,15.07,1.1497558,13712992.0,15766592.0,0.015677700000000003,2017-02-28,47989464.08,119973660.2,PASS,0.015799629216465057,1.0,911860
207,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,642012,SG1M51904654,6420129,CMLT.SI,,CAPITALAND MALL TRUST MGMT,SG,SGD,Singapore Exchange,8672.0,,,1.0,12046744.0,1.93,0.6660895,23250216.0,15486724.0,0.0153995,2017-02-28,10041068.69,25102671.725,PASS,0.01551926558863568,1.0,12072057
208,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,609128,AU000000BEN6,6091280,BEN.AX,,Bendigo & Adelaide Bank Ltd.,AU,AUD,ASX,8355.0,,,1.0,1822500.0,11.68,0.7191142,21286800.0,15307640.0,0.015221400000000001,2017-02-28,16256309.34,40640773.35,PASS,0.015339780462408463,1.0,1826327
209,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,656387,SG1M77906915,6563875,AEMN.SI,,Ascendas Real Estate Investmen,SG,SGD,Singapore Exchange,8671.0,,,1.0,9062640.0,2.52,0.6660895,22837853.0,15212054.0,0.015126299999999999,2017-02-28,16958034.21,42395085.525,PASS,0.015243940847000217,1.0,9081637
210,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,B04PZ7,SG1Q52922370,B04PZ72,SUNT.SI,,Suntec Real Estate Investment,SG,SGD,Singapore Exchange,8671.0,,,1.0,12432459.0,1.77,0.6660895,22005452.0,14657601.0,0.014575,2017-02-28,5282483.64,13206209.1,PASS,0.0132062091,1.0,11201400
211,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,658508,AU000000SUN6,6585084,SUN.AX,,SUNCORP GROUP LTD.,AU,AUD,ASX,8775.0,,,1.0,1533294.0,13.26,0.7191142,20331478.0,14620655.0,0.014538299999999999,2017-02-28,31576074.05,78940185.125,PASS,0.014651367830595933,1.0,1536515
212,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,557955,FI0009007132,5579550,FORTUM.HE,,FORTUM,FI,EUR,OMX (FI),7535.0,,,1.0,998314.0,14.61,1.0,14585368.0,14585368.0,0.0145032,2017-02-28,29298412.08,73246030.2,PASS,0.014615994849514658,1.0,1000410
213,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,606558,AU000000ANZ3,6065586,ANZ.AX,,Australia & New Zealand Bankin,AU,AUD,ASX,8355.0,,,1.0,630489.0,31.41,0.7191142,19803659.0,14241093.0,0.0141608,2017-02-28,125162388.18,312905970.45,PASS,0.014270931922955428,1.0,631810
214,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,098952,GB0009895292,0989529,AZN.L,,ASTRAZENECA,GB,GBP,LSE,4577.0,,,1.0,241740.0,49.0,1.1497558,11845260.0,13619156.0,0.013542400000000001,2017-02-28,158319248.11,395798120.275,PASS,0.013647722478492148,1.0,242247
215,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,725147,IT0003153415,7251470,SRG.MI,,SNAM RETE GAS,IT,EUR,Milan,7573.0,,,1.0,3450813.0,3.894,1.0,13437466.0,13437466.0,0.0133617,2017-02-28,45875843.48,114689608.7,PASS,0.013465617131444096,1.0,3458042
216,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,037178,GB0009252882,0925288,GSK.L,,GLAXOSMITHKLINE,GB,GBP,LSE,4577.0,,,1.0,690383.0,16.885,1.1497558,11657117.0,13402838.0,0.0133273,2017-02-28,149096066.41,372740166.025,PASS,0.013430949594429968,1.0,691831
217,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,499187,CH0011075394,5983816,ZURN.S,,ZURICH INSURANCE GROUP,CH,CHF,SIX Swiss Exchange,8532.0,,,1.0,48901.0,287.0,0.9330534,14034587.0,13095019.0,0.0130212,2017-02-28,131784859.36,329462148.4,PASS,0.013122468981638553,1.0,49004
218,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,656835,BMG668971101,6568353,0659.HK,,NWS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,2357.0,,,1.0,7613584.0,14.2,0.1197576,108112893.0,12947340.0,0.0128744,2017-02-28,2671692.44,6679231.1,PASS,0.0066792310999999995,1.0,3927670
219,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,686774,HK0019000162,6867748,0019.HK,,Swire Pacific Ltd. A,HK,HKD,Hong Kong Stock Exchange,2727.0,,,1.0,1356641.0,77.95,0.1197576,105750166.0,12664386.0,0.012593,2017-02-28,11315002.04,28287505.1,PASS,0.01269093876799176,1.0,1359485
220,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,076764,GB00B019KW72,B019KW7,SBRY.L,,SAINSBURY (J),GB,GBP,LSE,5337.0,,,1.0,3963220.0,2.743,1.1497558,10871112.0,12499125.0,0.012428699999999999,2017-02-28,27239615.18,68099037.95,PASS,0.012525360967659745,1.0,3971539
221,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,417841,FR0000125585,4178419,CASP.PA,,CASINO GUICHARD,FR,EUR,EURONEXT (FR),5337.0,,,1.0,243621.0,51.28,1.0,12492885.0,12492885.0,0.012422500000000001,2017-02-28,16945512.72,42363781.8,PASS,0.012519112748779294,1.0,244132
222,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,681075,SG1T75931496,B02PY22,STEL.SI,,Singapore Telecommunications L,SG,SGD,Singapore Exchange,6575.0,,,1.0,4662690.0,4.0,0.6660895,18650760.0,12423075.0,0.012353099999999999,2017-02-28,50348454.3,125871135.75,PASS,0.012449173008407765,1.0,4672485
223,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,681182,SG1P66918738,B012899,SPRM.SI,,Singapore Press Holdings Ltd.,SG,SGD,Singapore Exchange,5557.0,,,1.0,5084152.0,3.55,0.6660895,18048740.0,12022076.0,0.0119543,2017-02-28,10174503.64,25436259.1,PASS,0.012047271445581187,1.0,5094807
224,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,627102,AU000000IAG3,6271026,IAG.AX,,Insurance Australia Group Ltd.,AU,AUD,ASX,8536.0,,,1.0,2723859.0,6.01,0.7191142,16370393.0,11772182.0,0.011705799999999999,2017-02-28,24672095.41,61680238.525,PASS,0.011796838801743662,1.0,2729564
225,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,594176,CH0008038389,B083BH4,SPSN.S,,SWISS PRIME SITE,CH,CHF,SIX Swiss Exchange,8633.0,,,1.0,143073.0,87.7,0.9330534,12547502.0,11707489.0,0.0116415,2017-02-28,12180069.12,30450172.8,PASS,0.011732038725289929,1.0,143373
226,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,663376,HK0017000149,6633767,0017.HK,,New World Development Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633.0,,,1.0,9821706.0,9.88,0.1197576,97038455.0,11621093.0,0.0115556,2017-02-28,17206153.23,43015383.075,PASS,0.011645470660478486,1.0,9842309
227,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,B0PB4M,HK0823032773,B0PB4M7,0823.HK,,Link Real Estate Investment Tr,HK,HKD,Hong Kong Stock Exchange,8672.0,,,1.0,1786237.0,52.8,0.1197576,94313314.0,11294736.0,0.0112311,2017-02-28,31573861.33,78934653.325,PASS,0.01131844694649347,1.0,1789987
228,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,MAT,US5770811025,2572303,MAT.OQ,,Mattel Inc.,US,USD,NASDAQ,3747.0,,,1.0,473939.0,25.31,0.9299298,11995396.0,11154876.0,0.011092,2017-02-28,143024012.63,357560031.575,PASS,0.011178265132578781,1.0,474933
229,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,405671,IT0000062072,4056719,GASI.MI,,ASSICURAZIONI GENERALI,IT,EUR,Milan,8532.0,,,1.0,761839.0,14.58,1.0,11107613.0,11107613.0,0.011045000000000001,2017-02-28,173123344.95,432808362.375,PASS,0.011130899602355991,1.0,763436
230,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,064623,GB00B39J2M42,B39J2M4,UU.L,,UNITED UTILITIES GRP,GB,GBP,LSE,7577.0,,,1.0,953860.0,10.04,1.1497558,9576754.0,11010929.0,0.0109489,2017-02-28,20870416.86,52176042.15,PASS,0.011034052209708963,1.0,955863
231,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,222961,CA7669101031,2229610,REI_u.TO,,RIOCAN REIT.TST.,CA,CAD,Toronto Stock Exchange,8672.0,,,1.0,605659.0,25.63,0.696185,15523040.0,10806908.0,0.010746,2017-02-28,10251991.46,25629978.65,PASS,0.010829574207959934,1.0,606929
232,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,411376,NL0000852580,B1XF882,BOSN.AS,,BOSKALIS WESTMINSTER,NL,EUR,EURONEXT (NL),2357.0,,,1.0,321182.0,33.5,1.0,10759597.0,10759597.0,0.010699,2017-02-28,14827135.91,37067839.775,PASS,0.010782208677737142,1.0,321857
233,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,774563,FR0000064578,7745638,FDR.PA,,FONCIERE DES REGIONS,FR,EUR,EURONEXT (FR),8671.0,,,1.0,138427.0,77.06,1.0,10667185.0,10667185.0,0.010607100000000001,2017-02-28,13471136.38,33677840.95,PASS,0.010689593949493004,1.0,138718
234,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,643532,HK0006000050,6435327,0006.HK,,POWER ASSETS HOLDINGS LTD,HK,HKD,Hong Kong Stock Exchange,7535.0,,,1.0,1293798.0,68.25,0.1197576,88301714.0,10574801.0,0.0105152,2017-02-28,27667980.02,69169950.05,PASS,0.010596979221248866,1.0,1296511
235,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,654362,AU000000SYD9,B70DWB2,SYD.AX,,SYDNEY AIRPORT,AU,AUD,ASX,2777.0,,,1.0,2275893.0,6.44,0.7191142,14656751.0,10539878.0,0.010480499999999998,2017-02-28,32210231.61,80525579.025,PASS,0.0105620093510631,1.0,2280672
236,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,B00D9P,BE0003810273,B00D9P6,PROX.BR,,PROXIMUS,BE,EUR,EURONEXT (BE),6535.0,,,1.0,361640.0,29.09,1.0,10520108.0,10520108.0,0.0104608,2017-02-28,17047387.79,42618469.475,PASS,0.01054215613945908,1.0,362398
237,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,681042,HK0083000502,6810429,0083.HK,,Sino Land Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633.0,,,1.0,6455869.0,13.58,0.1197576,87670701.0,10499233.0,0.0104401,2017-02-28,8965881.67,22414704.175,PASS,0.010521295150616276,1.0,6469435
238,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,481334,SE0000148884,4813345,SEBa.ST,,SKANDINAVISKA ENSKILDA BK A,SE,SEK,OMX (SE),8355.0,,,1.0,925590.0,106.3,0.105378,98390217.0,10368164.0,0.0103097,2017-02-28,54057915.52,135144788.8,PASS,0.010389880998679,1.0,927529
239,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,481775,FR0000130809,5966516,SOGN.PA,,GRP SOCIETE GENERALE,FR,EUR,EURONEXT (FR),8355.0,,,1.0,214529.0,46.725,1.0,10023868.0,10023868.0,0.0099674,2017-02-28,174004638.42,435011596.05,PASS,0.010044918849843648,1.0,214980
240,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,685085,AU000000SGP0,6850856,SGP.AX,,Stockland,AU,AUD,ASX,8673.0,,,1.0,3065311.0,4.51,0.7191142,13824553.0,9941432.0,0.009885399999999999,2017-02-28,21186629.79,52966574.475,PASS,0.009962281116263459,1.0,3071740
241,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,490541,FR0000120271,B15C557,TOTF.PA,,TOTAL,FR,EUR,EURONEXT (FR),537.0,,,1.0,212648.0,46.05,1.0,9792440.0,9792440.0,0.009737299999999999,2017-02-28,252048555.59,630121388.975,PASS,0.009813029307199727,1.0,213095
242,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,STX,IE00B58JVZ52,B58JVZ5,STX.OQ,,Seagate Technology Inc.,US,USD,NASDAQ,9572.0,,,1.0,226495.0,46.08,0.9299298,10436890.0,9705575.0,0.0096509,2017-02-28,200498169.83,501245424.575,PASS,0.009725957353768893,1.0,226971
243,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,619091,HK0002007356,6097017,0002.HK,,CLP Holdings Ltd.,HK,HKD,Hong Kong Stock Exchange,7535.0,,,1.0,1009272.0,80.15,0.1197576,80893151.0,9687570.0,0.009633000000000001,2017-02-28,24327913.92,60819784.8,PASS,0.009707918141194682,1.0,1011392
244,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,478165,CH0126881561,B545MG5,SRENH.S,,SWISS REINSURANCE COMPANY,CH,CHF,SIX Swiss Exchange,8538.0,,,1.0,114104.0,90.8,0.9330534,10360643.0,9667033.0,0.0096126,2017-02-28,128490074.38,321225185.95,PASS,0.009687359485523513,1.0,114344
245,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,B1G185,JP3711200000,B1G1854,8304.T,,AOZORA BANK,JP,JPY,Tokio Stock Exchange,8355.0,,,1.0,2755645.0,424.0,0.0082598,1168393480.0,9650696.0,0.0095963,2017-02-28,32070755.77,80176889.425,PASS,0.009670932716531353,1.0,2761423
246,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,461075,DE0008430026,5294121,MUVGn.DE,,MUENCHENER RUECK,DE,EUR,XETRA (DE),8538.0,,,1.0,53748.0,179.0,1.0,9620892.0,9620892.0,0.009566700000000001,2017-02-28,88868364.82,222170912.05,PASS,0.009641102510263382,1.0,53861
247,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,634295,NZFBUE0001S0,6341606,FBU.NZ,,Fletcher Building Ltd.,NZ,NZD,NZX,2353.0,,,1.0,1754173.0,8.28,0.6555014,14524552.0,9520864.0,0.0094672,2017-02-28,11668804.66,29172011.65,PASS,0.009540828675004494,1.0,1757851
248,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,636586,AU000000GPT8,6365866,GPT.AX,,GPT Group,AU,AUD,ASX,8672.0,,,1.0,2638533.0,5.0,0.7191142,13192665.0,9487033.0,0.0094336,2017-02-28,18334539.94,45836349.85,PASS,0.009506967359781392,1.0,2644077
249,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,T.PWF,CA73927C1005,2697864,PWF.TO,,Power Financial Corp.,CA,CAD,Toronto Stock Exchange,8575.0,,,1.0,376539.0,36.1,0.696185,13593058.0,9463283.0,0.00941,2017-02-28,10186844.44,25467111.1,PASS,0.009483183816946118,1.0,377331
250,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,KSS,US5002551043,2496113,KSS.N,,Kohl's Corp.,US,USD,New York Stock Exchange,5371.0,,,1.0,262350.0,38.56,0.9299298,10116216.0,9407371.0,0.0093544,2017-02-28,199356941.11,498392352.775,PASS,0.009427151402469795,1.0,262902
251,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,479736,FR0010411983,B1LB9P6,SCOR.PA,,SCOR,FR,EUR,EURONEXT (FR),8538.0,,,1.0,262365.0,35.6,1.0,9340194.0,9340194.0,0.0092876,2017-02-28,12129214.6,30323036.5,PASS,0.009359831882919103,1.0,262917
252,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,012715,GB0002634946,0263494,BAES.L,,BAE SYSTEMS,GB,GBP,LSE,2717.0,,,1.0,1249699.0,6.49,1.1497558,8110547.0,9325148.0,0.009272599999999999,2017-02-28,57193324.6,142983311.5,PASS,0.00934471522433736,1.0,1252321
253,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,401632,DE0008404005,5231485,ALVG.DE,,ALLIANZ,DE,EUR,XETRA (DE),8532.0,,,1.0,54718.0,170.1,1.0,9307532.0,9307532.0,0.0092551,2017-02-28,223787333.83,559468334.575,PASS,0.009327079122658663,1.0,54833
254,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,553397,CH0008742519,5533976,SCMN.S,,SWISSCOM,CH,CHF,SIX Swiss Exchange,6535.0,,,1.0,21308.0,458.2,0.9330534,9763326.0,9109704.0,0.0090584,2017-02-28,64452712.8,161131782.0,PASS,0.009128849339790086,1.0,21353
255,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,491134,FR0000124711,B1YY4B3,UNBP.AS,,UNIBAIL-RODAMCO,FR,EUR,EURONEXT (NL),8672.0,,,1.0,41630.0,218.7,1.0,9104481.0,9104481.0,0.0090532,2017-02-28,134314357.36,335785893.4,PASS,0.009123608898148417,1.0,41717
256,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,691678,SG1M31001969,6916781,UOBH.SI,,United Overseas Bank Ltd.,SG,SGD,Singapore Exchange,8355.0,,,1.0,623895.0,21.86,0.6660895,13638345.0,9084358.0,0.0090332,2017-02-28,36347280.42,90868201.05,PASS,0.009103453353372759,1.0,625206
257,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,407228,ES0113900J37,5705946,SAN.MC,,BCO SANTANDER,ES,EUR,SIBE,8355.0,,,1.0,1606865.0,5.636,1.0,9056291.0,9056291.0,0.0090053,2017-02-28,215341943.75,538354859.375,PASS,0.00907533636841072,1.0,1610244
258,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,POW,CA7392391016,2697701,POW.TO,,Power Corp. of Canada,CA,CAD,Toronto Stock Exchange,8575.0,,,1.0,402519.0,32.06,0.696185,12904759.0,8984100.0,0.0089335,2017-02-28,16811485.04,42028712.6,PASS,0.009002977962666116,1.0,403365
259,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,BEL,US92343V1044,2090571,VZ.N,,Verizon Communications Inc.,US,USD,New York Stock Exchange,6535.0,,,1.0,190963.0,50.24,0.9299298,9593981.0,8921729.0,0.0088715,2017-02-28,737723386.39,1844308465.975,PASS,0.00894049577386158,1.0,191365
260,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,SBC,US00206R1023,2831811,T.N,,AT&T Inc.,US,USD,New York Stock Exchange,6535.0,,,1.0,226078.0,42.42,0.9299298,9590229.0,8918240.0,0.008868000000000001,2017-02-28,809256378.58,2023140946.45,PASS,0.008936968553525843,1.0,226553
261,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,F,US3453708600,2615468,F.N,,Ford Motor Co.,US,USD,New York Stock Exchange,3353.0,,,1.0,774709.0,12.26,0.9299298,9497932.0,8832410.0,0.0087826,2017-02-28,422297760.05,1055744400.125,PASS,0.00885090437733379,1.0,776331
262,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,626551,SG1L01001701,6175203,DBSM.SI,,DBS Group Holdings Ltd.,SG,SGD,Singapore Exchange,8355.0,,,1.0,694333.0,19.01,0.6660895,13199270.0,8791895.0,0.0087424,2017-02-28,70343632.44,175859081.1,PASS,0.008810391732334723,1.0,695794
263,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,217052,CA1360691010,2170525,CM.TO,,Canadian Imperial Bank of Comm,CA,CAD,Toronto Stock Exchange,8355.0,,,1.0,106657.0,117.12,0.696185,12491668.0,8696512.0,0.0086475,2017-02-28,91155587.73,227888969.325,PASS,0.008714753672374235,1.0,106881
264,2017-03-20,SDGP,STXG18SD100 EUR P,Price,EUR,2884.49,100.0,1005667077.0,348647.0,LTD,US5017971046,B9M2WX3,LB.N,,L BRANDS INC,US,USD,New York Stock Exchange,5371.0,,,1.0,184222.0,50.46,0.9299298,9295842.0,8644481.0,0.0085958,2017-02-28,180470453.71,451176134.275,PASS,0.008662651589129164,1.0,184609
